Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
23.0,26.2,651.6666667,1006.166667,0.004552979,1
23.6,27.33,533.6,936.4,0.004927544,1
21.54,27.718,461.0,1019.0,0.004406134,1
22.93714286,30.39142857,469.0,1330.285714,0.005267293,1
22.1,28.39,536.3333333,1197.0,0.004671979,1
23.18333333,25.7,608.3333333,879.0,0.004515624,1
23.6,27.7225,483.5,1019.0,0.004998879,1
22.89,30.445,454.0,1321.5,0.005261484,1
22.7,31.4175,440.0,1396.25,0.00536828,1
22.89,30.754,454.0,1363.2,0.005315341,1
22.15,28.1,550.75,1189.75,0.004638116,1
23.736,26.39,510.0,809.0,0.004796189,1
22.42666667,27.03333333,609.6666667,1041.333333,0.004537094,1
22.29,27.445,561.8333333,1066.833333,0.004568278,1
23.39,25.6,723.3333333,1040.0,0.004554837,1
23.0,30.06,461.0,1270.2,0.005229401,1
22.5,27.0,624.8,1036.25,0.00455185,1
22.7,31.1,442.5,1369.75,0.005313565,1
23.2,25.5,598.4,866.2,0.004484778,1
21.1,24.89,444.0,740.8,0.003847834,1
21.6,26.15,538.0,871.0,0.004170603,1
23.15,25.5,597.75,879.75,0.004471146,1
20.87333333,25.275,433.0,646.0,0.003853318,1
20.772,24.7,419.0,640.8,0.003741574,1
23.2225,29.15,464.0,1175.5,0.005139054,1
23.18,25.5,609.6,866.4,0.004479321,1
22.6,30.1,419.0,1214.0,0.005109933,1
22.7,30.956,433.0,1347.6,0.005288753,1
22.7,31.2,433.0,1352.0,0.005330797,1
22.6,30.6,419.0,1271.8,0.005195525,1
21.718,28.1,484.0,1119.4,0.004516557,1
22.6,30.58333333,419.0,1284.333333,0.005192672,1
22.7,26.445,441.5,952.3333333,0.004512469,1
23.6,27.6,505.2857143,978.4285714,0.004976614,1
21.6,27.54,479.0,1045.0,0.004393857,1
21.79,26.39,559.2,911.2,0.004258657,1
21.65,27.84,474.0,1069.8,0.004455767,1
22.73,31.16666667,441.0,1374.0,0.005334836,1
23.2,28.62,469.0,1130.4,0.005037948,1
23.0,25.39,686.5,971.25,0.004411221,1
22.32333333,25.80666667,617.0,946.1666667,0.00430247,1
23.29,28.79,474.0,1156.75,0.005095977,1
22.66666667,26.71333333,652.5,1030.333333,0.004549314,1
21.7,27.934,480.6,1079.4,0.004484709,1
22.7,31.2,433.0,1364.0,0.005330797,1
22.7,31.245,447.0,1401.166667,0.005338552,1
24.1,25.918,789.6,1160.2,0.004814745,1
23.0,27.956,429.0,1064.6,0.004860518,1
22.35,27.33,593.0,1057.8,0.004565756,1
23.1,27.925,444.0,1140.25,0.004884784,1
21.35666667,26.79,454.0,925.5,0.004209738,1
20.52,24.236,407.4,549.6,0.003613966,1
23.1,28.918,444.0,1166.6,0.005059897,1
24.26,25.89166667,798.0,1146.166667,0.004856565,1
22.13333333,28.0,557.6666667,1175.666667,0.004616762,1
22.79,27.06666667,434.0,1006.333333,0.004644808,1
22.90833333,25.39,689.0,956.3333333,0.004386631,1
23.0,26.2,651.6666667,1009.333333,0.004552979,1
24.29,25.852,801.4,1140.8,0.004857863,1
21.2,26.29,439.0,853.5,0.004090884,1
22.79,30.89,444.0,1363.5,0.005306513,1
22.89,30.89,465.25,1385.25,0.005339048,1
23.33,27.874,528.0,1075.6,0.004944578,1
22.89,30.89,456.8,1373.0,0.005339048,1
23.5,28.025,444.25,1055.0,0.005023252,1
21.945,28.29,528.0,1191.5,0.004611274,1
21.865,26.315,554.0,923.5,0.004266102,1
22.79,25.456,679.4,954.6,0.004366467,1
22.87333333,27.6,429.0,1056.4,0.004761198,1
24.35666667,25.7,813.0,1123.0,0.004848559,1
21.82333333,28.13333333,493.0,1142.333333,0.004551366,1
23.272,25.772,594.8,889.4,0.004552872,1
22.6,25.06,429.2,832.4,0.004248472,1
22.39,27.29,601.0,1065.0,0.004570212,1
22.7225,31.365,436.5,1397.5,0.005366615,1
22.14,25.998,603.4,937.8,0.004286142,1
22.89,30.83,442.0,1388.6,0.005328589,1
23.5,27.978,454.0,1055.25,0.00501476,1
23.39,28.18,455.8,1060.0,0.005017582,1
22.434,27.04,584.8,1049.6,0.004540259,1
20.4725,23.7675,433.0,473.75,0.003533277,1
22.025,28.2575,538.0,1193.125,0.004628639,1
21.718,27.974,484.0,1091.4,0.004496158,1
22.89,26.445,668.0,1020.75,0.004565133,1
22.956,28.2,429.0,1089.6,0.004890128,1
23.6,27.79,473.0,1021.0,0.005011149,1
21.76,28.08333333,484.0,1122.5,0.004525545,1
23.6,27.85666667,470.3333333,1024.666667,0.005023268,1
21.66,26.216,553.0,879.5,0.004196678,1
23.64,25.954,745.2,1095.2,0.004688959,1
23.0,27.92666667,429.0,1058.333333,0.004855378,1
22.6,30.275,426.0,1239.0,0.005139888,1
22.6,25.0,433.0,836.25,0.004238231,1
22.6,30.58,419.0,1261.75,0.005192101,1
22.772,26.934,438.0,993.2,0.004616793,1
23.7,26.272,585.2,749.2,0.004764163,1
22.33,27.37,581.0,1057.0,0.004566887,1
20.79,24.79,433.0,672.6666667,0.003759479,1
22.79,30.89,444.0,1372.571429,0.005306513,1
21.89,28.445,513.0,1201.5,0.004621073,1
22.7,31.05,433.0,1334.166667,0.00530495,1
22.6,25.1,428.3333333,850.3333333,0.0042553,1
22.0,28.29,528.0,1198.5,0.004626889,1
21.7,27.89,489.0,1083.666667,0.004477594,1
22.5,26.96333333,641.3333333,1033.25,0.004545623,1
22.6,25.0,433.0,837.0,0.004238231,1
23.2,28.7,464.0,1138.0,0.005052145,1
24.175,25.84,782.5,1140.5,0.004821963,1
22.7,31.29,433.0,1384.25,0.005346307,1
23.79,26.125,740.5,1122.5,0.004763231,1
22.79,30.9175,444.0,1366.25,0.005311278,1
23.65,27.05,464.0,900.5,0.004891492,1
21.08333333,25.2,453.0,719.5,0.003892047,1
23.15,28.89,448.0,1159.5,0.005070391,1
22.6,24.9175,433.0,818.0,0.00422415,1
22.6,30.16666667,419.0,1214.166667,0.005121344,1
21.29,26.68333333,454.0,895.1666667,0.004175644,1
23.29,25.754,566.0,895.6,0.004554654,1
22.87,26.456,657.8,1019.0,0.004561474,1
23.29,26.05916667,558.3,921.4,0.004609024,1
21.89,28.18333333,495.6666667,1146.0,0.004578251,1
23.29,25.79333333,569.3333333,892.3333333,0.004561662,1
22.7,31.2,442.5,1373.5,0.005330797,1
23.64,27.1,473.0,908.8,0.00489763,1
21.0,24.96333333,444.0,742.3333333,0.003835456,1
20.5,24.1,0.0,468.0,0.003589112,0
20.5,22.29,0.0,441.25,0.003318119,0
20.7,25.0,0.0,495.75,0.003770435,0
22.2,24.79,0.0,761.5,0.004100737,0
20.56,22.2,0.0,443.0,0.00331697,0
20.5,22.39,0.0,438.5,0.003333084,0
20.625,22.2225,0.0,445.0,0.003333756,0
22.456,24.81,419.0,794.4,0.004168925,0
21.32333333,24.0,0.0,605.6666667,0.003760925,0
20.6,24.1,0.0,466.5,0.003611448,0
20.5,22.5,0.0,436.0,0.003349548,0
20.6,22.2,0.0,446.6,0.003325206,0
20.53333333,22.2,0.0,445.6666667,0.003311489,0
20.39,22.5,0.0,432.4,0.003326758,0
20.39,22.5,0.0,432.25,0.003326758,0
21.1,23.6,0.0,553.0,0.003647239,0
20.6,22.2,0.0,454.0,0.003325206,0
20.39,22.39,0.0,433.0,0.003310408,0
20.79,22.6,0.0,467.25,0.003425529,0
20.7,24.6,0.0,472.5,0.003709748,0
20.772,22.37,0.0,455.8,0.003386702,0
20.6,24.39,0.0,463.5,0.003655161,0
20.2,22.89,0.0,445.3333333,0.00334501,0
20.865,22.675,0.0,468.75,0.003452951,0
20.5,22.29,0.0,439.75,0.003318119,0
20.4175,23.7225,0.0,471.5,0.003514529,0
22.29,30.0,0.0,1143.25,0.00499698,0
20.7675,22.5,0.0,460.25,0.003405542,0
20.5,24.0,0.0,472.0,0.003574134,0
21.5,28.175,0.0,849.25,0.004468268,0
20.7,24.6,0.0,479.5,0.003709748,0
20.7225,22.6,0.0,458.5,0.003411242,0
22.5,24.912,419.0,814.2,0.004197464,0
20.7,24.6,0.0,473.0,0.003709748,0
20.525,22.29,0.0,443.75,0.003323268,0
20.5,24.1,0.0,467.0,0.003589112,0
20.7,22.29,0.0,453.3333333,0.003359512,0
20.79,24.945,0.0,521.75,0.003783128,0
20.89,22.956,0.0,488.0,0.003501394,0
21.0,26.2,0.0,617.25,0.004026692,0
20.79,22.6,0.0,469.25,0.003425529,0
20.89,25.39,0.0,575.2,0.003874956,0
21.1,23.53333333,0.0,544.0,0.003636876,0
23.245,25.715,178.0,961.0,0.004535271,0
21.06,26.412,0.0,646.6,0.004074581,0
20.66666667,25.1,0.0,499.0,0.003777793,0
21.0,25.956,0.0,600.5,0.003988951,0
20.7,24.6,0.0,475.4,0.003709748,0
20.5,22.29,0.0,438.25,0.003318119,0
23.2,25.6,171.0,942.0,0.004502493,0
20.6,22.26,0.0,450.6666667,0.003334241,0
20.525,22.2225,0.0,450.5,0.003313151,0
21.0,25.39,444.0,718.0,0.003901421,0
20.39,22.4725,0.0,433.75,0.003322671,0
20.7,24.5,0.0,470.6,0.003694578,0
20.7,24.65,0.0,481.25,0.003717333,0
20.6,24.39,0.0,465.6666667,0.003655161,0
20.5,22.39,0.0,436.0,0.003333084,0
20.525,22.29,0.0,452.0,0.003323268,0
20.365,22.5,0.0,436.5,0.003321598,0
20.32333333,22.7,0.0,438.0,0.003342621,0
20.39,22.7,0.0,431.75,0.003356489,0
20.56666667,24.1,0.0,465.0,0.003603989,0
21.2,23.79,0.0,581.6,0.003699555,0
20.315,23.1,419.0,459.25,0.003400083,0
20.865,25.575,0.0,578.25,0.00389733,0
20.29,22.7,0.0,436.3333333,0.003335705,0
20.5,22.29,0.0,438.5,0.003318119,0
21.29,23.9725,0.0,590.5,0.003748872,0
20.65,22.245,0.0,449.25,0.003342324,0
20.6,24.2,0.0,460.3333333,0.003626521,0
20.89,23.1,0.0,499.6666667,0.003523482,0
20.2,22.79,0.0,436.5,0.003330319,0
20.7,22.29,0.0,454.25,0.003359512,0
20.7,22.34,0.0,452.75,0.003367089,0
20.7,24.754,0.0,483.0,0.003733111,0
20.7,24.675,0.0,479.25,0.003721126,0
21.815,29.0,0.0,992.0,0.004690226,0
20.89,24.89,0.0,550.0,0.003798181,0
20.865,24.9725,0.0,553.75,0.003804955,0
20.7,24.7,0.0,482.3333333,0.003724918,0
20.7,24.6,0.0,472.75,0.003709748,0
21.0,23.29,0.0,519.0,0.00357688,0
20.6,24.2,0.0,468.0,0.003626521,0
20.7,25.0,0.0,490.25,0.003770435,0
20.83,24.934,0.0,541.25,0.003790829,0
20.7,24.7225,0.0,478.5,0.003728332,0
22.5,24.89,419.0,813.8,0.004193733,0
21.6,28.5,0.0,899.6666667,0.00454814,0
20.7,24.5,0.0,473.5,0.003694578,0
20.5,22.29,0.0,441.3333333,0.003318119,0
21.2,27.5,0.0,744.0,0.004280463,0
20.84,24.92,0.0,542.0,0.003791034,0
20.29,22.7,0.0,436.0,0.003335705,0
21.025,26.315,0.0,629.5,0.004050741,0
20.79,25.0,0.0,517.3333333,0.00379152,0
21.35666667,24.0,0.0,600.0,0.003768665,0
20.7,24.865,0.0,485.75,0.003749952,0
20.7,24.575,0.0,466.75,0.003705955,0
20.6,22.2,0.0,449.6,0.003325206,0
20.7,24.62857143,0.0,476.8571429,0.003714082,0
20.5,22.445,0.0,431.1666667,0.003341316,0
21.2,23.745,0.0,569.0,0.003692515,0
20.55,22.29,0.0,447.0,0.003328425,0
20.865,24.865,0.0,552.75,0.003788476,0
20.7,25.1,0.0,508.5,0.003785608,0
21.29,27.79,0.0,772.5,0.004350036,0
20.5,24.2,0.0,466.75,0.003604091,0
20.66666667,24.16666667,0.0,467.6666667,0.003636496,0
21.2,27.025,0.0,707.25,0.004206028,0
20.6,24.1,0.0,463.25,0.003611448,0
21.1,23.4725,0.0,539.5,0.00362742,0
20.39,22.39,0.0,433.5,0.003310408,0
20.575,24.2,0.0,463.0,0.003620902,0
21.0,26.0,0.0,600.5,0.003995756,0
20.29,22.7,0.0,441.5,0.003335705,0
22.39,30.1,0.0,1180.75,0.005044615,0
20.89,25.39,0.0,568.0,0.003874956,0
20.89,23.2,0.0,496.25,0.003538822,0
20.6,24.365,0.0,464.0,0.003651392,0
23.245,25.7,174.5,951.5,0.004532606,0
20.478,22.392,0.0,435.4,0.003328837,0
21.1,23.5,0.0,535.25,0.003631695,0
20.89,25.39,0.0,569.6,0.003874956,0
20.89,22.79,0.0,477.3333333,0.003475933,0
21.1,23.29,0.0,523.2,0.003599053,0
20.7,22.5,0.0,463.0,0.003391335,0
20.89,25.0,0.0,548.6666667,0.00381507,0
20.52,24.1,0.0,461.4,0.00359357,0
20.66666667,24.46333333,0.0,467.6666667,0.003681402,0
20.89,25.08,0.0,556.8,0.003827353,0
21.7,24.29,0.0,661.25,0.003896013,0
20.7,24.6,0.0,467.0,0.003709748,0
20.445,23.8175,0.0,469.25,0.003534713,0
21.025,26.315,0.0,631.5,0.004050741,0
20.54,24.1,0.0,466.4,0.003598032,0
21.1,23.6,0.0,553.25,0.003647239,0
21.125,26.625,0.0,670.5,0.004124199,0
20.29,22.84,0.0,436.0,0.003356389,0
20.39,22.5,0.0,431.5,0.003326758,0
20.63333333,25.1,0.0,497.0,0.003769993,0
20.89,25.218,0.0,562.6,0.003848543,0
21.315,23.9725,0.0,599.0,0.003754659,0
23.26,25.85666667,338.3333333,997.3333333,0.004564605,0
20.81,24.934,0.0,526.8,0.003786137,0
20.29,22.7,0.0,435.0,0.003335705,0
20.6,22.2,0.0,455.25,0.003325206,0
21.5,24.1,0.0,612.75,0.003818048,0
20.39,22.5,0.0,433.5,0.003326758,0
20.6,22.2,0.0,444.75,0.003325206,0
21.175,23.7,0.0,565.3333333,0.003679792,0
20.29,22.6,0.0,435.2,0.003320932,0
20.79,24.89,0.0,523.0,0.003774736,0
20.6,22.2225,0.0,445.75,0.003328594,0
21.96333333,29.2,0.0,1039.0,0.004766109,0
21.0,26.0,0.0,607.0,0.003995756,0
20.625,24.2925,0.0,464.5,0.003646112,0
20.5,22.39,0.0,437.5,0.003333084,0
20.42666667,23.96,0.0,467.3333333,0.003551937,0
20.39,22.5,0.0,438.0,0.003326758,0
21.55,24.2,0.0,648.25,0.003845814,0
20.5,22.29,0.0,443.5,0.003318119,0
20.89,22.89,0.0,483.0,0.003491271,0
20.87,24.934,0.0,551.6,0.003800229,0
22.2,29.84,0.0,1124.75,0.004942742,0
22.5,30.1,0.0,1184.0,0.005078737,0
20.87,22.718,0.0,471.4,0.003460606,0
20.29,22.63333333,0.0,440.6666667,0.003325856,0
20.39,22.5,0.0,432.0,0.003326758,0
20.625,22.245,0.0,451.75,0.003337149,0
20.79,22.6,0.0,469.75,0.003425529,0
21.5,28.1,0.0,833.2,0.004456289,0
20.7,22.39,0.0,453.25,0.003374666,0
20.2225,22.8675,0.0,435.25,0.003346383,0
20.81,24.912,0.0,542.0,0.003782776,0
20.89,22.865,0.0,482.25,0.003487436,0
20.29,22.7225,0.0,438.0,0.003339029,0
20.89,24.92666667,0.0,549.3333333,0.003803811,0
20.7,22.29,0.0,455.5,0.003359512,0
20.6,22.2,0.0,452.6666667,0.003325206,0
21.0,26.0,0.0,602.25,0.003995756,0
20.84,25.0,0.0,531.75,0.003803279,0
20.675,22.29,0.0,453.5,0.003354313,0
21.29,23.89,0.0,585.5,0.003735893,0
20.6,24.39,0.0,469.75,0.003655161,0
20.85666667,25.35666667,0.0,567.3333333,0.003861859,0
20.39,22.4725,0.0,433.8,0.003322671,0
20.625,24.4175,0.0,459.5,0.003664984,0
20.7,25.0,0.0,493.25,0.003770435,0
21.0,26.236,0.0,622.0,0.00403226,0
20.7,22.39,0.0,461.6666667,0.003374666,0
21.0,25.39,444.0,720.75,0.003901421,0
20.7,24.5,0.0,461.0,0.003694578,0
20.58,22.2,0.0,451.2,0.003321086,0
20.7,24.6,0.0,477.25,0.003709748,0
20.456,23.956,0.0,470.8,0.003557814,0
20.29,22.79,0.0,439.0,0.003349002,0
20.6,24.2,0.0,460.0,0.003626521,0
20.7,24.5,0.0,468.25,0.003694578,0
20.6,22.2225,0.0,449.0,0.003328594,0
21.7,28.815,0.0,942.75,0.004627203,0
20.7,24.5,0.0,468.25,0.003694578,0
21.978,24.56,0.0,714.2,0.004007487,0
20.6,24.2,0.0,466.25,0.003626521,0
20.575,22.2675,0.0,447.75,0.003330205,0
21.2,27.365,0.0,742.75,0.004259306,0
20.625,24.4175,0.0,455.25,0.003664984,0
20.6,22.1,0.0,443.0,0.003310148,0
20.7,25.0,0.0,494.0,0.003770435,0
20.675,24.4725,0.0,464.25,0.003684692,0
21.39,27.79,0.0,806.6666667,0.004376975,0
21.1,26.6,0.0,656.75,0.004113938,0
20.7,22.29,0.0,449.6666667,0.003359512,0
20.56,22.29,0.0,447.6,0.003330489,0
20.7,22.29,0.0,450.6,0.003359512,0
21.1,23.575,0.0,545.75,0.003643353,0
20.89,24.9725,0.0,558.5,0.003810848,0
22.2,29.85666667,0.0,1119.333333,0.004945524,0
20.39,22.5,0.0,436.4,0.003326758,0
20.79,24.89,0.0,524.3333333,0.003774736,0
23.245,25.825,178.0,984.0,0.004554814,0
21.79,24.39,0.0,691.0,0.003933868,0
20.7,24.6,0.0,475.6666667,0.003709748,0
22.5,24.89,419.0,813.5,0.004193733,0
20.5,22.39,0.0,435.0,0.003333084,0
21.29,27.79,0.0,785.0,0.004350036,0
21.5,24.15,0.0,626.25,0.003826018,0
20.56666667,22.26,0.0,443.3333333,0.003327358,0
20.6,24.2,0.0,462.2,0.003626521,0
20.89,22.79,0.0,473.0,0.003475933,0
20.7,24.79,0.0,484.8,0.003738573,0
21.7,28.865,0.0,958.75,0.004635292,0
20.675,22.2675,0.0,451.0,0.003350909,0
20.956,25.39,444.0,717.8,0.003890816,0
20.7,24.79,0.0,481.6666667,0.003738573,0
20.81,24.956,0.0,541.6,0.003789498,0
20.6,22.2,0.0,447.0,0.003325206,0
20.89,22.815,0.0,477.6666667,0.003479768,0
20.7,24.89,0.0,480.6666667,0.003753745,0
20.5,24.2,0.0,468.6666667,0.003604091,0
20.6,24.05,0.0,463.25,0.003603912,0
20.575,22.2675,0.0,444.5,0.003330205,0
20.6,24.39,0.0,463.2,0.003655161,0
21.0,23.29,0.0,520.75,0.00357688,0
21.89,24.5,0.0,692.5,0.003976085,0
20.39,22.5,0.0,438.75,0.003326758,0
20.89,25.315,0.0,567.25,0.003863439,0
21.1,23.65,0.0,559.5,0.003655012,0
20.7,24.625,0.0,475.25,0.00371354,0
20.79,24.912,0.0,518.6,0.003778093,0
21.5,24.2,0.0,650.75,0.003833988,0
20.478,23.978,0.0,470.0,0.003565967,0
20.5,22.39,0.0,434.0,0.003333084,0
21.2,27.0,0.0,703.75,0.00420211,0
20.7,25.0,0.0,494.2,0.003770435,0
20.6,22.2225,0.0,449.75,0.003328594,0
20.815,24.945,0.0,528.25,0.00378899,0
21.2,27.1,0.0,702.75,0.004217779,0
20.29,22.79,0.0,435.0,0.003349002,0
20.5,23.89,0.0,473.5,0.003557659,0
21.6,28.65,0.0,938.0,0.004572253,0
20.7,24.6,0.0,473.2,0.003709748,0
20.7,24.79,0.0,488.0,0.003738573,0
20.675,22.2675,0.0,450.25,0.003350909,0
20.39,22.5,0.0,435.25,0.003326758,0
20.736,22.39,0.0,456.2,0.003382199,0
21.2,27.29,0.0,725.4,0.004247552,0
21.39,27.89,0.0,817.6666667,0.004392837,0
20.7,24.5,0.0,471.5,0.003694578,0
22.13333333,24.7,0.0,748.6666667,0.004069084,0
20.29,22.772,0.0,439.6,0.003346342,0
20.79,24.89,0.0,519.0,0.003774736,0
20.39,22.42666667,0.0,434.3333333,0.003315858,0
20.89,23.0,0.0,485.0,0.003508143,0
20.82333333,22.73,0.0,470.6666667,0.003452459,0
21.0,26.0,0.0,602.6666667,0.003995756,0
20.76,22.6,0.0,471.6666667,0.003419173,0
21.075,23.315,0.0,520.25,0.003597378,0
23.2,25.792,627.6,919.8,0.004536508,0
20.5,22.29,0.0,443.0,0.003318119,0
20.39,22.5,0.0,432.0,0.003326758,0
20.7,25.0,0.0,493.3333333,0.003770435,0
20.7,24.5,0.0,469.0,0.003694578,0
21.79,29.0,0.0,1003.25,0.004683014,0
20.2,22.89,0.0,442.0,0.00334501,0
21.4175,27.945,0.0,825.25,0.004409037,0
20.66666667,24.46333333,0.0,471.3333333,0.003681402,0
21.0,23.29,0.0,521.0,0.00357688,0
22.39,30.05,0.0,1172.5,0.005036167,0
20.6,24.2,0.0,464.25,0.003626521,0
21.4725,24.075,0.0,614.5,0.003807606,0
20.7,24.5,0.0,461.3333333,0.003694578,0
20.29,22.84,0.0,439.5,0.003356389,0
21.0,26.26,0.0,625.6666667,0.004035973,0
21.2,23.79,0.0,567.3333333,0.003699555,0
20.6,22.1,0.0,444.5,0.003310148,0
21.0,26.29,0.0,624.5,0.004040614,0
20.89,25.29,0.0,561.0,0.003859599,0
20.39,22.5,0.0,436.25,0.003326758,0
20.5,22.29,0.0,436.5,0.003318119,0
20.85666667,24.92666667,0.0,541.3333333,0.00379597,0
21.89,29.2,0.0,1008.75,0.004744663,0
22.1,29.6,0.0,1092.5,0.004872661,0
20.7,24.9725,0.0,478.75,0.003766262,0
20.478,22.478,0.0,429.8,0.003341691,0
20.29,22.6,0.0,434.5,0.003320932,0
20.675,22.29,0.0,456.5,0.003354313,0
20.79,25.0,0.0,518.6,0.00379152,0
20.79,22.7,0.0,468.75,0.003440771,0
21.2,27.5,0.0,746.4,0.004280463,0
20.6,22.2,0.0,445.75,0.003325206,0
20.945,25.79,0.0,582.25,0.003949813,0
20.525,22.2675,0.0,442.75,0.003319896,0
22.54,25.14,421.8,845.6,0.00424652,0
21.7,28.89,0.0,954.6666667,0.004639337,0
20.6,24.2,0.0,463.5,0.003626521,0
21.1,23.39,0.0,523.0,0.003614596,0
20.56,22.2,0.0,445.6,0.00331697,0
21.0,25.89,0.0,596.3333333,0.003978743,0
20.89,24.92666667,0.0,553.6666667,0.003803811,0
21.2,27.29,0.0,732.3333333,0.004247552,0
21.125,23.65,0.0,550.5,0.003660661,0
21.89,29.2675,0.0,1044.0,0.004755715,0
20.6,22.2,0.0,454.0,0.003325206,0
20.575,22.2,0.0,442.5,0.003320056,0
21.0,26.2675,0.0,622.75,0.004037133,0
20.89,25.2,0.0,561.4,0.003845779,0
20.68,24.478,0.0,464.6,0.003686668,0
20.6,22.2,0.0,444.3333333,0.003325206,0
23.2,25.51666667,557.6666667,895.3333333,0.00448773,0
22.6,25.2,423.6666667,853.0,0.00427237,0
20.6,22.2,0.0,455.25,0.003325206,0
20.7,24.65,0.0,482.75,0.003717333,0
21.125,23.39,0.0,519.75,0.003620183,0
20.96333333,25.79,0.0,588.6666667,0.003954296,0
20.39,22.5,0.0,438.0,0.003326758,0
20.4725,22.39,0.0,441.5,0.003327402,0
21.15,26.7,0.0,671.25,0.00414229,0
