Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
23.29,28.6,478.75,1132.5,0.005062072,1
22.7,25.456,1209.8,958.6,0.004342532,1
22.625,25.55,442.5,889.25,0.004338748,1
23.2225,25.9175,653.75,996.5,0.004564992,1
22.79,27.02,432.0,1002.6,0.00463674,1
23.14,29.456,469.0,1209.0,0.005167402,1
20.5,23.89,419.0,492.4,0.003557659,1
21.89,26.315,564.5,934.75,0.004272664,1
23.29,28.35,484.0,1120.2,0.005017466,1
22.5,25.6,643.5,944.3333333,0.004314191,1
22.6,25.16666667,433.0,854.3333333,0.00426668,1
21.2,25.2,469.0,766.2,0.003920204,1
21.236,25.33,471.0,774.0,0.003949326,1
21.73,28.13333333,499.0,1131.0,0.004525296,1
21.30666667,26.79,454.0,923.1666667,0.004196765,1
22.6,30.4725,419.0,1238.75,0.005173697,1
21.89,28.254,499.4,1142.2,0.004589815,1
21.29,25.575,509.5,786.25,0.004001087,1
21.7225,26.2225,547.0,905.5,0.004213906,1
23.315,27.1,534.5,1013.75,0.004801833,1
20.7,24.65,405.0,554.6666667,0.003717333,1
21.2,25.35666667,462.3333333,778.0,0.00394473,1
22.7,31.275,433.0,1373.333333,0.005343722,1
21.29,25.42666667,487.0,779.0,0.003977732,1
22.2,27.56666667,549.3333333,1102.5,0.004563421,1
23.125,29.4725,469.0,1212.25,0.005165594,1
22.6,25.4725,1419.5,945.0,0.00431889,1
23.29,28.1,498.0,1117.0,0.004972867,1
22.254,27.56,556.4,1092.4,0.004577446,1
23.254,28.912,476.0,1160.8,0.005106541,1
21.7,28.1,484.0,1101.666667,0.004511553,1
20.33,23.2,412.2,476.6,0.003418066,1
22.2,27.9175,555.0,1170.75,0.00462193,1
21.0,25.2,454.75,711.0,0.003872044,1
22.52,24.976,430.2,824.0,0.004213473,1
22.79,31.2,441.0,1379.5,0.005360226,1
22.1,28.372,553.4,1208.2,0.004668994,1
22.6,25.04,432.2,837.2,0.004245059,1
23.6,27.6,488.3333333,983.0,0.004976614,1
21.5,27.312,458.0,1004.4,0.004330452,1
20.89,25.272,433.0,649.8,0.003856835,1
22.6,30.315,419.0,1240.75,0.005146735,1
23.2,29.33,464.0,1196.5,0.005163966,1
21.68333333,27.84,474.0,1054.8,0.004464925,1
22.39,24.912,418.6,782.8,0.004169303,1
23.2,29.35666667,464.0,1203.25,0.0051687,1
22.89,30.34,464.0,1312.75,0.005243185,1
21.89,28.33,518.2,1190.4,0.004602252,1
23.1,29.55,465.25,1218.75,0.0051714,1
22.945,28.1,429.0,1074.0,0.004869381,1
22.1,28.39,533.6666667,1206.5,0.004671979,1
20.89,24.945,432.75,725.0,0.003806626,1
22.96857143,30.30428571,460.4285714,1294.571429,0.005262152,1
22.89,25.39,693.8,953.8,0.004381728,1
23.2,25.54,543.0,894.4,0.004491864,1
20.84,25.05,419.0,623.75,0.003810932,1
22.18,28.06,555.0,1176.4,0.00464,1
22.6,25.6,767.0,948.6666667,0.004340659,1
22.7225,25.4175,685.75,956.25,0.004341882,1
22.7225,30.9725,433.0,1340.25,0.005298886,1
23.29,26.79,544.8,971.8,0.004739269,1
22.98166667,28.06666667,429.0,1070.333333,0.004874454,1
21.625,27.625,477.75,1041.25,0.004414309,1
23.76,26.26,568.6666667,790.0,0.004779332,1
23.11666667,28.945,444.0,1160.0,0.005069809,1
22.90833333,30.30666667,462.3333333,1313.166667,0.005243245,1
20.58,24.39,419.0,583.0,0.003650629,1
22.7,30.79,429.5,1300.5,0.005260153,1
23.39,28.37333333,457.5,1088.833333,0.005052286,1
20.89,25.0,435.0,729.4,0.00381507,1
22.865,27.84,432.75,1077.25,0.004800476,1
22.9175,30.29,464.0,1294.0,0.005243272,1
22.0,28.2225,534.25,1185.0,0.004615767,1
23.2675,25.7225,599.0,888.25,0.004542819,1
22.30666667,27.39,569.8333333,1061.5,0.004563717,1
22.7,30.87333333,433.0,1311.166667,0.00527451,1
22.7,31.27,433.0,1384.6,0.00534286,1
22.89,30.865,465.25,1372.0,0.00533469,1
22.7,26.46333333,444.0,963.0,0.00451562,1
23.6,27.16,464.0,918.0,0.004896652,1
20.865,25.365,438.0,678.25,0.00386513,1
22.79,27.17142857,435.4285714,1015.142857,0.004662921,1
23.02,26.16,650.0,1004.4,0.004551524,1
23.6,27.34,524.25,950.0,0.004929361,1
20.754,24.87,413.4,588.2,0.003763282,1
23.6,27.39,516.3333333,963.0,0.004938448,1
20.39,23.434,397.4,494.2,0.003465625,1
23.7,26.89,464.0,861.0,0.00487711,1
23.29,27.4175,526.75,1038.5,0.004851143,1
20.79,24.79,433.0,666.3333333,0.003759479,1
23.7,26.7,469.0,845.3333333,0.004842381,1
20.89,24.84,442.5,709.75,0.003790505,1
22.6,30.4725,419.0,1251.5,0.005173697,1
22.39,24.7225,419.0,772.25,0.004137377,1
23.2,28.79,450.25,1139.25,0.005068117,1
22.2,27.58,543.0,1101.75,0.004565644,1
20.66,24.216,412.2,535.8,0.003642458,1
21.31,26.83,463.0,927.6,0.004203939,1
23.0,28.13333333,429.0,1091.333333,0.004891592,1
22.08571429,26.12857143,580.0,936.4285714,0.004293491,1
23.2225,25.815,659.75,993.75,0.004546806,1
20.7,24.39,419.0,600.5,0.003677892,1
22.715,31.2,441.0,1366.333333,0.005335692,1
22.79,30.89,444.0,1369.333333,0.005306513,1
20.89,24.978,435.0,727.6,0.003811692,1
21.7,26.2675,542.5,894.0,0.004215345,1
21.6,27.46333333,464.0,1035.333333,0.004381539,1
22.6,25.025,428.25,821.5,0.004242498,1
21.775,28.05,499.0,1127.833333,0.00452431,1
22.7,26.16,438.0,929.8,0.004463489,1
22.7,31.15,433.0,1357.5,0.005322181,1
20.39,23.5,399.5,498.75,0.003475441,1
22.89,30.68,454.0,1340.0,0.005302442,1
20.978,25.0,441.0,741.0,0.003835901,1
20.55,24.39,412.0,572.0,0.003643841,1
20.365,23.245,413.5,473.0,0.003432187,1
22.7,31.29,447.0,1387.0,0.005346307,1
22.96333333,26.29,668.0,1018.666667,0.004558529,1
21.89,28.31,512.0,1178.8,0.004598979,1
22.89,28.1,429.0,1087.5,0.00485306,1
23.1,26.0,660.0,995.6666667,0.004545592,1
22.56666667,24.90833333,433.0,816.5,0.004213989,1
23.29,28.61666667,466.5,1115.666667,0.005065046,1
20.79,24.79,435.5,689.75,0.003759479,1
22.55,25.2,433.0,822.5,0.004259328,1
23.37333333,28.445,464.0,1092.5,0.005060017,1
22.89,30.79,454.0,1367.0,0.005321616,1
23.31857143,27.58571429,493.0,1056.0,0.004889635,1
22.39,27.14,579.2,1045.2,0.004544908,1
23.025,26.125,653.75,999.75,0.004546776,1
22.79,31.0,444.0,1356.333333,0.005325572,1
23.2,25.58,596.8,874.2,0.00449895,1
22.445,25.65,632.5,948.0,0.00430815,1
21.81,26.274,567.8,919.2,0.004245029,1
22.89,30.89,469.0,1393.166667,0.005339048,1
21.6,27.5,479.0,1032.25,0.00438743,1
20.7,24.39,419.0,591.4,0.003677892,1
20.79,24.9975,419.0,611.25,0.003791139,1
23.30428571,28.01428571,503.7142857,1099.142857,0.00496189,1
22.7,31.29,444.0,1400.5,0.005346307,1
23.29,26.22833333,555.6,929.8,0.004639167,1
23.1,29.0,444.0,1176.166667,0.005074362,1
23.6,27.412,501.2,958.6,0.004942446,1
22.7,26.34,444.0,948.0,0.004494423,1
22.7675,31.125,440.25,1374.25,0.005339878,1
22.08,28.37,544.2,1198.6,0.004662932,1
23.29,26.16,561.0,911.1666667,0.004626991,1
22.6,30.56666667,419.0,1258.5,0.005189818,1
24.1,25.8925,797.5,1156.25,0.004809971,1
22.65,25.42,438.0,880.75,0.00432312,1
23.6,27.236,498.4,925.2,0.004910462,1
21.2,25.14,454.0,735.0,0.003910812,1
22.73,31.21333333,441.0,1372.5,0.005342893,1
22.6,30.1,415.5,1211.5,0.005109933,1
21.175,25.04041667,446.6666667,751.5,0.003889213,1
20.5,24.39,405.0,569.0,0.003632553,1
20.87333333,24.84,441.0,700.6666667,0.003786596,1
23.6,26.89,454.0,891.0,0.004847594,1
22.6,25.39,443.4,889.2,0.004304805,1
22.6,25.08,429.2,832.4,0.004251886,1
20.39,23.34,403.5,479.75,0.003451647,1
23.2,28.6,469.0,1128.75,0.005034399,1
22.6,30.445,419.0,1241.333333,0.005168989,1
21.978,28.29,532.8,1193.0,0.004620638,1
22.90833333,26.39,663.6666667,1016.0,0.004560668,1
22.2,27.6,548.5,1098.75,0.004568979,1
21.23,25.445,453.0,786.6666667,0.003965901,1
22.29,27.456,562.4,1068.4,0.004570123,1
22.945,28.2,429.0,1091.75,0.004886846,1
20.79,24.978,419.0,599.8,0.003788163,1
22.912,30.79,454.0,1365.8,0.005328774,1
21.6,27.56666667,472.3333333,1044.0,0.004398142,1
22.39,24.71708333,419.0,772.925,0.004136464,1
23.2,29.2,453.0,1181.0,0.005140889,1
23.7,26.774,464.0,852.4,0.004855906,1
22.6,30.365,419.0,1240.25,0.005155294,1
22.29,27.37,560.6,1064.2,0.004555703,1
20.445,23.8175,403.0,520.0,0.003534713,1
20.7,24.7675,405.0,573.0,0.003735159,1
23.0,30.12,461.0,1280.2,0.005239927,1
22.6,30.1,419.0,1211.8,0.005109933,1
20.87333333,24.775,441.0,694.8333333,0.003776628,1
22.89,30.79,454.0,1368.5,0.005321616,1
22.1,28.39,547.5,1200.5,0.004671979,1
22.64,25.696,429.0,904.4,0.004367718,1
22.6,30.55,419.0,1273.333333,0.005186965,1
22.1,28.365,535.0,1197.5,0.004667834,1
22.7,31.37,438.6,1394.2,0.005360094,1
22.912,30.29,461.0,1301.0,0.005241511,1
22.2,27.7,543.0,1133.0,0.004585655,1
21.79,28.125,499.0,1123.5,0.004540685,1
23.32333333,28.5,475.6666667,1104.5,0.005054476,1
24.218,25.912,805.0,1152.4,0.004848089,1
20.525,24.0,414.6,506.2,0.003579683,1
23.29,25.79,585.0,898.8,0.004561068,1
23.29,28.772,473.0,1152.0,0.005092765,1
20.9725,25.39,444.0,710.25,0.00389479,1
21.0,25.2,453.0,705.0,0.003872044,1
24.1,26.154,775.0,1194.0,0.004858929,1
21.7,27.89333333,484.0,1086.666667,0.004478133,1
22.7,25.92666667,439.0,927.3333333,0.004423394,1
22.79,31.11428571,441.2857143,1359.5,0.005345374,1
22.6,26.79,659.0,1032.25,0.004543905,1
22.745,31.2,442.5,1379.25,0.005345494,1
23.445,28.125,454.75,1059.5,0.005024491,1
22.2,27.79,538.0,1166.0,0.004600665,1
23.365,25.6,729.0,1040.5,0.004547919,1
22.6,25.1,425.4,832.4,0.0042553,1
21.34,26.945,464.0,935.75,0.004229906,1
22.7,31.39,447.0,1393.75,0.00536354,1
23.5,28.0,454.0,1051.25,0.005018735,1
21.89,28.30666667,503.0,1189.666667,0.004598434,1
22.79,30.84,444.0,1363.0,0.005297851,1
21.89,28.37571429,506.4285714,1181.142857,0.004609734,1
22.39,25.245,415.0,796.5,0.004225413,1
21.48166667,27.35666667,449.0,1004.5,0.004332683,1
22.6,30.37,419.0,1246.8,0.00515615,1
23.575,27.79,464.0,1026.25,0.005003545,1
22.79,27.365,438.0,1020.4,0.00469639,1
23.1,29.6,466.0,1221.6,0.005180223,1
22.6,30.6,419.0,1273.8,0.005195525,1
23.2,25.525,587.0,869.75,0.004489207,1
23.0,30.23,462.3333333,1285.166667,0.005259225,1
22.7,31.29,447.0,1394.6,0.005346307,1
20.48166667,23.89,423.6666667,484.5,0.003553613,1
23.0,30.0,465.0,1254.6,0.005218876,1
20.87,25.37,440.6,671.6,0.003867094,1
22.7,31.2,433.0,1357.0,0.005330797,1
22.79,31.08333333,444.0,1369.0,0.005340011,1
20.87,24.87,439.8,695.8,0.003790415,1
20.89,24.9175,429.0,725.0,0.003802403,1
23.29,26.87,541.4,983.0,0.00475353,1
22.79,30.89,444.0,1353.75,0.005306513,1
21.42666667,27.23,462.3333333,983.0,0.004297878,1
23.2,29.254,461.0,1198.2,0.005150475,1
20.7,24.5,408.0,546.25,0.003694578,1
21.79,28.26,502.0,1148.666667,0.00456264,1
22.89,30.79,460.0,1389.0,0.005321616,1
22.934,30.6,454.0,1331.6,0.005302732,1
20.89,24.85666667,435.0,715.0,0.003793064,1
21.025,24.89,444.0,746.75,0.003830036,1
23.718,26.1,745.0,1123.4,0.004737906,1
23.245,28.92,467.75,1160.0,0.005105166,1
22.0,26.06666667,581.6666667,936.6666667,0.004260767,1
20.736,24.39,419.0,601.4,0.003686106,1
20.89,25.33,429.0,689.4,0.003865742,1
22.89,30.89,451.6,1374.0,0.005339048,1
21.215,25.215,456.5,746.1666667,0.003926188,1
21.254,25.578,451.6,792.0,0.003992676,1
22.98166667,27.90833333,429.0,1061.666667,0.004846741,1
23.2,25.945,653.1666667,992.5,0.004563616,1
22.7,31.05,433.0,1357.75,0.00530495,1
21.39,27.1,462.3333333,959.3333333,0.004267554,1
22.175,27.945,555.0,1170.25,0.004619424,1
22.7,31.39,443.5,1390.5,0.00536354,1
22.82333333,25.39333333,683.0,961.6666667,0.004364515,1
20.66666667,24.39,419.0,584.6666667,0.003670301,1
22.7675,25.315,684.75,952.25,0.004336152,1
23.525,28.0,454.0,1055.5,0.005026367,1
21.31,26.79,454.0,926.75,0.004197629,1
23.29,27.79,520.5,1068.25,0.004917572,1
20.66,24.2,406.2,538.8,0.003640037,1
23.0,30.0,461.0,1261.2,0.005218876,1
22.7,31.1,433.0,1361.75,0.005313565,1
23.6,27.29,530.2,929.4,0.004920275,1
21.79,28.06666667,484.0,1111.0,0.004531198,1
22.7,30.912,433.0,1339.0,0.005281172,1
21.2,25.1,454.0,735.75,0.00390455,1
22.5,24.9175,433.0,811.5,0.004198397,1
22.6,25.15,430.75,859.0,0.004263835,1
22.7,30.7675,426.0,1292.5,0.005256276,1
21.0,24.912,444.0,742.4,0.00382752,1
22.29,25.89,612.0,937.3333333,0.004307653,1
22.675,30.745,424.6,1298.2,0.005244371,1
22.54,24.89,433.0,825.0,0.004204006,1
23.89,26.365,758.25,1164.75,0.004836553,1
23.06666667,29.85666667,464.0,1247.25,0.005214905,1
23.18333333,25.51666667,561.8333333,880.3333333,0.004483179,1
21.2,25.2,465.25,762.75,0.003920204,1
21.2,25.218,469.0,763.4,0.003923022,1
22.0,28.2675,538.0,1194.0,0.004623182,1
22.89,30.865,449.5,1377.5,0.00533469,1
21.7,28.1,495.25,1088.0,0.004511553,1
21.29,26.89,457.75,935.0,0.004208204,1
23.29,28.7,467.0,1117.2,0.005079916,1
20.89,24.82333333,435.0,715.8333333,0.003787946,1
23.6,27.978,470.0,1034.8,0.005045325,1
20.6,24.39,419.0,585.0,0.003655161,1
22.7,26.26,444.0,945.0,0.004480674,1
22.7,31.29,447.0,1389.666667,0.005346307,1
22.575,26.79,653.0,1033.0,0.004536962,1
23.1,25.5,690.0,997.0,0.00445755,1
23.6,25.89,747.0,1072.25,0.004665967,1
22.0,28.29,528.0,1188.25,0.004626889,1
21.218,26.31,439.0,863.4,0.004098571,1
20.89,25.39,441.0,681.0,0.003874956,1
22.29,27.5,553.0,1071.75,0.0045775,1
23.79,26.315,758.25,1160.25,0.00479814,1
21.5,26.0,534.0,849.25,0.00412105,1
23.29,25.6,732.0,1022.5,0.004527221,1
23.5,25.718,734.4,1062.8,0.004606679,1
22.675,26.675,652.75,1028.5,0.004545053,1
22.7,31.12,443.4,1368.6,0.005317012,1
22.7,26.68333333,434.0,971.3333333,0.004553435,1
23.89,26.29,772.75,1163.25,0.004822688,1
22.2,27.7225,550.5,1157.75,0.004589408,1
20.79,24.79,433.0,668.2,0.003759479,1
22.29,25.85666667,611.0,943.6666667,0.004302068,1
22.39,25.7,624.75,944.5,0.004302096,1
23.215,28.63333333,462.3333333,1127.833333,0.005044923,1
21.456,27.33,453.0,996.2,0.004321584,1
24.1,25.958,783.4,1173.4,0.004822233,1
23.15,28.89,454.75,1157.75,0.005070391,1
22.56,25.02,433.0,830.75,0.004231284,1
21.7,27.84,474.0,1073.666667,0.00446951,1
20.7,24.39,419.0,594.3333333,0.003677892,1
20.71285714,24.79,405.0,581.1428571,0.003741553,1
20.754,24.66,419.0,635.2,0.003731315,1
22.772,31.2,439.8,1377.0,0.005354329,1
23.218,25.7,616.6,882.4,0.004525164,1
21.79,28.158,490.6,1127.8,0.004546051,1
22.93714286,30.40571429,456.1428571,1330.0,0.00526979,1
20.29,22.79,217.2,441.6,0.003349002,1
22.58,25.06,433.0,812.8,0.004243281,1
22.575,25.075,433.0,818.25,0.00424454,1
23.37,28.39,464.0,1090.6,0.00504913,1
22.6,30.245,422.5,1235.25,0.005134752,1
22.6,26.7225,668.5,1033.0,0.004532373,1
22.2,27.772,543.0,1164.4,0.004597663,1
24.1,25.832,799.0,1139.0,0.004798646,1
20.815,24.815,433.0,683.5,0.003769124,1
22.6,25.1,433.0,854.75,0.0042553,1
22.7,31.01666667,433.0,1343.333333,0.005299206,1
22.9725,28.1,429.0,1085.0,0.00487756,1
23.5,28.0,454.0,1050.0,0.005018735,1
23.29,27.26,531.0,1023.0,0.004823059,1
22.7,25.934,438.0,919.4,0.004424654,1
20.39,23.7,311.75,474.75,0.003505185,1
23.32333333,28.1,503.0,1108.833333,0.004982968,1
22.7,31.39,441.4,1392.6,0.00536354,1
21.2,25.3925,454.75,782.0,0.00395034,1
22.715,31.2,441.0,1370.5,0.005335692,1
21.89,28.31,500.6,1168.0,0.004598979,1
21.39,27.0,461.0,952.0,0.004251699,1
23.2,26.0,650.0,998.5,0.004573361,1
20.55,23.945,415.5,493.25,0.003576976,1
21.89,28.315,503.0,1190.0,0.004599797,1
21.0,25.2,451.6,711.0,0.003872044,1
22.58,26.81,644.6,1031.2,0.004541763,1
22.6,25.525,433.5,882.5,0.004327853,1
20.39,23.66,397.4,501.0,0.003499236,1
20.9175,25.0,444.0,736.25,0.003821569,1
22.89,30.79,454.0,1385.2,0.005321616,1
23.29,28.236,481.6,1116.0,0.004997128,1
23.7225,26.125,493.75,774.75,0.004743773,1
23.29,28.6,470.0,1116.0,0.005062072,1
21.5,27.315,460.25,1009.25,0.004330931,1
22.2,27.6,538.0,1121.2,0.004568979,1
22.956,30.412,454.0,1321.8,0.005276962,1
20.5,24.32333333,407.0,555.1666667,0.003622566,1
23.29,28.66,459.0,1120.0,0.005072779,1
22.7,30.7,433.0,1299.666667,0.005244647,1
23.29,28.89,479.0,1159.333333,0.005113823,1
23.7,26.9725,455.0,880.0,0.004892191,1
22.934,30.456,466.0,1330.0,0.005277566,1
22.92666667,30.37333333,469.0,1317.6,0.005260764,1
22.7225,31.315,433.0,1388.0,0.005357986,1
23.35,27.08,538.4,1005.4,0.00480849,1
21.29,26.76,454.0,901.0,0.004187722,1
21.29,25.4725,480.25,778.0,0.003984948,1
22.16,27.956,556.4,1173.8,0.004617004,1
23.29,28.53333333,485.0,1129.333333,0.005050177,1
23.2,25.68,611.6,875.5,0.004516665,1
20.83,24.83,439.8,697.6,0.003774921,1
23.39,28.2,451.6,1073.6,0.005021172,1
20.5,24.1,413.0,538.3333333,0.003589112,1
22.815,27.445,432.75,1039.5,0.004717422,1
24.1,26.4725,775.75,1213.75,0.004918568,1
24.33,25.7,817.0,1125.8,0.004840759,1
23.7,26.12,737.8,1119.0,0.004736389,1
22.68,30.87,433.0,1316.666667,0.005267485,1
22.89,30.745,454.0,1360.166667,0.005313772,1
21.2,25.76333333,453.0,800.3333333,0.004008403,1
23.29,25.89,561.0,912.0,0.004578883,1
22.6,30.18,419.0,1220.6,0.005123626,1
23.73,26.29,536.3333333,798.0,0.004776136,1
22.79,27.2,444.0,1018.0,0.004667861,1
22.39,25.68,630.4,944.4,0.004298725,1
23.0,30.01666667,462.3333333,1263.666667,0.005221799,1
21.6,27.6,479.0,1033.5,0.004403497,1
22.65,30.65,423.6666667,1285.333333,0.005220038,1
22.1,28.2,543.6666667,1201.666667,0.004640478,1
21.15,25.2225,459.25,731.25,0.003911626,1
22.79,31.0,444.0,1363.8,0.005325572,1
22.2,27.7,544.25,1147.5,0.004585655,1
22.675,30.7225,433.0,1298.666667,0.005240501,1
22.39,27.254,616.0,1061.8,0.004564139,1
23.0,30.0,464.0,1261.0,0.005218876,1
23.29,25.79,584.8,894.4,0.004561068,1
22.745,31.2225,438.0,1378.5,0.005349382,1
23.29,26.754,542.8,966.0,0.004732852,1
22.2,27.82333333,555.0,1160.833333,0.004606224,1
20.85666667,25.06666667,419.0,624.0,0.003817421,1
20.29,22.956,433.0,445.6,0.003373528,1
21.29,25.6725,527.25,800.75,0.004016439,1
22.7,31.272,441.0,1377.166667,0.005343205,1
22.1,28.35666667,547.0,1211.5,0.004666452,1
21.2,26.1,460.0,829.75,0.004061126,1
22.2,27.56,555.0,1092.4,0.004562309,1
21.6,27.525,474.0,1040.25,0.004391447,1
20.945,25.39,444.0,697.3333333,0.003888169,1
22.7,26.02,441.0,923.8,0.004439431,1
24.29,25.978,793.0,1145.4,0.004881725,1
21.315,26.7675,454.0,918.5,0.004195374,1
21.7,27.9175,489.0,1088.75,0.004482041,1
23.58,25.736,738.0,1067.75,0.004632378,1
23.01,27.81883333,432.0,1051.1,0.004839435,1
22.2,27.7,548.0,1144.0,0.004585655,1
21.2,25.89,454.75,804.3333333,0.004028238,1
22.84,27.37333333,436.5,1028.666667,0.0047122,1
23.29,28.575,478.0,1132.25,0.005057611,1
22.89,30.89,469.0,1386.4,0.005339048,1
21.39,27.08,461.0,967.0,0.004264383,1
22.89,30.89,454.0,1361.6,0.005339048,1
21.245,26.58333333,454.0,876.6666667,0.004148347,1
21.315,27.0,469.0,946.75,0.004232063,1
22.7,31.29,433.0,1387.333333,0.005346307,1
20.79,24.79,433.0,679.2,0.003759479,1
22.0,28.2,523.0,1198.0,0.00461206,1
20.7,24.7,405.0,565.3333333,0.003724918,1
23.0,30.15,469.0,1284.5,0.00524519,1
22.7,26.68333333,656.1666667,1023.666667,0.004553435,1
23.0,30.29,462.3333333,1290.666667,0.005269752,1
20.29,22.85666667,413.6666667,442.6666667,0.003358851,1
23.6,27.54,512.0,992.6,0.004965709,1
22.2,27.79,546.5,1161.0,0.004600665,1
20.81,25.02,419.0,616.4,0.003799275,1
20.5,23.89,407.6666667,523.6666667,0.003557659,1
20.56,24.39,405.0,568.2,0.003646103,1
22.745,26.55,651.0,1017.0,0.004542991,1
22.7,26.1,440.25,919.0,0.004453178,1
22.6,25.2675,442.5,868.75,0.004283893,1
22.6,25.2,435.5,864.0,0.00427237,1
21.18333333,25.19833333,454.6666667,754.3333333,0.00391591,1
23.0,28.08166667,429.0,1059.6,0.004882538,1
22.7,31.4175,433.0,1398.25,0.00536828,1
22.89,30.89,451.6,1377.6,0.005339048,1
22.39,24.625,419.0,773.75,0.004120952,1
22.90833333,30.6,454.0,1336.833333,0.005294425,1
22.7,31.18,433.0,1368.8,0.005327351,1
20.865,25.075,419.0,621.0,0.003820668,1
22.7,30.675,426.0,1286.0,0.005240341,1
22.5,24.865,433.0,816.5,0.004189492,1
21.87,28.252,493.0,1142.0,0.004583846,1
21.272,25.412,503.6,780.6,0.003971009,1
20.73,24.39,419.0,606.0,0.003684736,1
23.2,25.5,710.0,1004.833333,0.004484778,1
22.715,31.2,441.0,1368.333333,0.005335692,1
20.79,24.5,419.0,624.2,0.003715237,1
23.2,25.7,538.75,917.25,0.004520208,1
22.56,24.912,433.0,819.8,0.004212896,1
22.7,31.1,433.0,1344.25,0.005313565,1
23.175,25.6,595.0,877.5,0.004495645,1
22.76,26.82333333,439.0,983.3333333,0.004594315,1
21.5,26.08,544.0,860.6,0.004133814,1
20.5,24.39,405.0,561.5,0.003632553,1
23.06,27.772,444.0,1089.2,0.004845979,1
23.29,28.675,467.75,1121.25,0.005075455,1
20.79,24.736,427.4,643.6,0.00375124,1
21.0,25.245,460.0,714.5,0.003879002,1
22.7,31.1,433.0,1354.666667,0.005313565,1
23.6,27.525,520.5,979.25,0.004962982,1
23.29,28.55,464.0,1123.75,0.005053151,1
23.0,30.075,464.0,1273.25,0.005232033,1
22.7,25.5,1697.25,951.75,0.00435009,1
