intercolumnar distance,upper margin,lower margin,exploitation,row number,modular ratio,interlinear spacing,weight,peak number,modular ratio.1,Class
0.130292,-0.126364,0.271191,0.816262,0.261718,0.439463,0.333428,0.908194,-0.123005,0.327309,A
-2.215039,-0.29909,0.352988,0.054854,-1.704602,0.896237,0.408929,-0.759085,-0.091823,0.688048,A
0.031541,0.117022,-0.176916,-0.620739,-1.168333,-2.342701,0.484429,-0.04885,0.219991,-2.210271,A
0.043885,0.187683,0.303198,-0.717056,-1.79398,0.439463,1.126187,1.0302,0.781258,-0.085024,A
0.142636,0.486028,0.025799,0.545422,0.17234,-0.058835,-0.42158,1.143004,0.18881,0.321957,A
-0.00549,0.478177,0.029355,-0.247644,0.17234,-0.723232,0.257927,-0.514528,-0.65309,-0.678691,A
0.15498,-0.236281,0.01513,0.558909,0.17234,-0.723232,0.031425,1.169972,-2.399252,-0.5572,A
-0.128929,0.022808,0.19295,0.837775,0.261718,1.35301,0.597681,-1.174109,-0.559546,0.978527,A
0.241386,0.23479,0.121822,1.037988,0.261718,1.020811,0.408929,-0.495909,-0.497183,0.813204,A
0.25373,-2.426761,0.352988,-0.05119,-0.095795,1.768258,0.069175,-1.044433,-0.247731,1.70503,A
0.130292,-0.456114,0.292529,0.202672,0.261718,-0.432558,0.220177,0.490316,0.157628,-0.392659,A
0.364825,0.195534,0.175168,-0.027618,0.261718,-0.349509,0.295677,0.213141,0.531806,-0.355324,A
-0.042522,-0.110662,0.40989,1.097277,0.261718,0.937762,0.748682,0.829056,0.562987,0.52077,A
1.21655,0.156278,-0.013322,0.353593,0.17234,1.228436,0.144676,-0.459932,-1.120812,1.15346,A
0.006853,-0.181323,0.388552,0.301377,-0.095795,0.896237,0.824183,-0.037686,0.500624,0.452671,A
-0.128929,0.211237,0.075589,0.526356,0.261718,0.605563,1.201687,0.303695,0.064084,0.001061,A
0.019197,-0.016448,-3.210528,-0.310423,0.261718,0.06574,0.446679,0.924503,0.219991,-0.066411,A
0.241386,-0.157769,0.338762,-1.203923,0.261718,0.480988,-0.044076,0.019609,-0.684271,0.600033,A
0.130292,0.870736,-3.210528,0.062493,0.261718,0.439463,0.408929,1.302773,0.219991,0.301198,A
0.142636,-1.916434,-0.023991,-0.504341,0.261718,0.024215,0.069175,-0.143034,0.001721,0.106218,A
0.204355,0.360409,0.139604,0.299019,-0.095795,-0.391033,0.408929,1.282503,0.718895,-0.451585,A
0.09326,-1.680899,0.356544,0.180532,0.17234,-0.598658,0.031425,0.107153,0.344717,-0.440856,A
0.142636,-1.916434,-0.023991,-0.504341,0.261718,-0.224934,0.295677,0.846006,0.40708,-0.24608,A
0.117948,0.321153,-3.210528,0.642753,0.351096,0.522513,0.106925,1.197076,-0.154186,0.535682,A
0.117948,0.171981,0.217845,1.738109,0.261718,1.809783,0.371178,-0.080808,-0.216549,1.53615,A
1.019049,0.211237,-0.155578,-0.311855,0.261718,-0.224934,0.295677,0.142683,-0.185368,-0.250324,A
0.229043,0.124874,0.182281,0.686496,0.261718,-0.224934,0.371178,0.720156,-0.372457,-0.281173,A
-0.042522,-0.29909,0.182281,1.151314,0.261718,0.854712,-0.119577,0.981293,0.344717,0.974236,A
1.772024,0.014957,0.335206,-0.08619,-2.687761,0.771662,0.333428,-0.747824,-0.185368,0.633932,A
0.327793,0.336855,-0.020434,1.086893,0.261718,0.06574,0.031425,0.361009,-0.590727,0.174125,A
1.142487,0.062064,0.125378,1.05983,0.261718,0.273364,-2.950858,0.696178,-0.216549,-1.431208,A
0.056229,0.007106,0.406334,0.455401,0.261718,-0.432558,0.295677,0.9857,0.500624,-0.429018,A
0.130292,0.007106,0.239183,0.766194,0.261718,0.605563,0.220177,-0.046578,-0.310094,0.547038,A
0.105604,0.556689,-0.031104,0.619301,0.17234,-0.640182,-0.308329,-0.067896,0.001721,-0.300353,A
0.25373,-0.338346,-3.210528,-1.790689,0.351096,-0.598658,0.182426,0.137849,-0.154186,-0.523373,A
0.142636,0.069915,0.399221,0.568039,-1.168333,0.107265,0.333428,0.337206,0.032902,0.044376,A
0.006853,0.164129,0.125378,0.58451,0.261718,-0.01731,-0.157328,0.625855,0.282354,0.205938,A
0.130292,-0.024299,0.246296,0.121006,0.082961,-0.058835,-0.044076,0.228499,-0.154186,0.112704,A
-0.030178,0.438921,-0.045329,0.766462,0.17234,0.06574,0.257927,-1.287961,-1.183175,0.05103,A
-3.498799,0.376111,-3.210528,-0.007,-4.922215,0.979286,0.408929,0.87577,-1.962712,0.75118,A
-0.042522,0.407516,-3.210528,-0.636404,0.261718,0.439463,0.861934,0.26733,-0.185368,0.041555,A
-0.030178,0.014957,0.264078,0.374062,0.261718,-0.391033,0.333428,0.650571,0.62535,-0.416745,A
0.266074,-0.16562,0.32098,0.483299,0.17234,0.979286,-2.799857,-0.073041,0.157628,-0.951185,A
0.15498,-0.251983,0.125378,-0.576698,-0.900198,0.024215,-0.157328,0.321518,0.62535,0.235558,A
-0.030178,0.438921,-0.045329,0.766462,0.17234,-0.058835,0.257927,0.663967,0.469443,-0.069256,A
0.364825,-0.047852,-0.038216,0.327813,0.261718,-0.10036,0.257927,0.619836,0.18881,-0.102299,A
0.15498,-0.471816,0.50947,1.205082,0.261718,1.062336,0.408929,0.201123,-0.185368,0.834674,A
0.204355,0.038511,0.036468,0.655644,0.17234,0.356414,-0.119577,0.717787,0.219991,0.52335,A
0.130292,-0.463965,0.338762,0.26578,0.261718,0.688613,0.295677,-0.874451,-0.341275,0.574874,A
0.056229,-0.087108,0.089814,1.312409,0.082961,-0.141884,0.333428,1.380124,0.874802,-0.189964,A
-3.498799,2.880639,0.441898,-0.295325,-4.922215,-1.553729,-0.044076,0.344332,-3.022882,-1.283183,A
0.15498,-0.471816,0.50947,1.205082,0.261718,0.190314,0.220177,-0.701188,-0.808997,0.168314,A
-0.252367,0.093469,0.239183,-0.021441,0.17234,1.643684,0.824183,-0.816225,-0.466001,1.096125,A
0.142636,0.069915,0.399221,0.568039,-1.168333,0.024215,0.446679,0.711593,0.531806,-0.10629,A
0.179667,0.258344,0.189393,-0.133304,0.17234,-0.847807,0.257927,0.170758,0.375899,-0.7821,A
0.043885,0.187683,0.303198,-0.717056,-1.79398,0.06574,0.597681,1.755618,0.781258,-0.143998,A
-0.030178,0.014957,0.264078,0.374062,0.261718,-0.183409,0.446679,0.812495,0.344717,-0.274193,A
0.056229,-0.730905,0.441898,0.183695,0.261718,1.685209,0.52218,-0.591821,-0.154186,1.319049,A
0.216699,0.321153,0.128935,0.491087,0.261718,0.314889,0.484429,0.565822,-0.029461,0.130654,A
-0.079554,0.187683,-0.070224,0.211236,0.261718,-1.055431,0.408929,-2.831952,-3.241152,-1.03316,A
1.21655,0.156278,-0.013322,0.353593,0.17234,0.813187,0.824183,-0.121037,-0.840179,0.380653,A
0.105604,-0.251983,0.466793,0.287084,0.261718,0.06574,0.408929,0.036714,0.344717,-0.045833,A
0.068573,0.289748,0.107596,1.267115,0.261718,0.397939,0.257927,1.200415,-0.247731,0.35101,A
0.117948,0.124874,0.128935,0.3837,0.17234,0.480988,0.182426,-0.219123,-0.278912,0.463268,A
2.105308,-0.079257,0.239183,-1.152363,-0.989576,-0.307984,0.069175,-1.506073,-1.245538,-0.208468,A
0.303106,-0.03215,0.367214,-0.350585,0.17234,-0.681707,0.371178,0.2431,-0.154186,-0.699136,A
0.179667,-0.173471,0.121822,-1.139205,0.17234,-0.764757,0.408929,-1.161566,-0.466001,-0.783426,A
0.364825,0.195534,0.175168,-0.027618,0.261718,-0.598658,-0.006326,1.028608,0.656532,-0.431127,A
1.130144,-0.087108,-0.002652,-0.479635,0.082961,-0.930856,-0.044076,-0.683676,-0.902542,-0.710432,A
0.438888,0.289748,0.14316,-0.282494,0.261718,-0.307984,0.371178,-0.349206,0.18881,-0.355553,A
0.229043,-0.354049,0.182281,0.210878,0.261718,0.480988,0.52218,-0.465854,0.032902,0.261115,A
-0.06721,-0.43256,-3.210528,-0.875108,0.17234,-0.474083,-0.157328,0.179728,0.687713,-0.228095,A
0.241386,0.23479,0.121822,1.037988,0.261718,0.647088,0.182426,0.684936,0.219991,0.628422,A
-0.264711,-0.275537,0.107596,0.827362,0.261718,1.186911,-0.119577,0.405451,0.531806,1.326596,A
1.772024,0.014957,0.335206,-0.08619,-2.687761,-0.224934,0.446679,-0.5653,-2.056256,-0.326283,A
0.117948,0.171981,0.217845,1.738109,0.261718,0.397939,-0.119577,0.514643,-0.091823,0.570955,A
0.241386,-0.157769,0.338762,-1.203923,0.261718,-0.266459,0.069175,1.538748,0.282354,-0.160875,A
0.09326,0.329004,0.271191,-0.813522,0.17234,1.519109,0.182426,-0.976906,-0.247731,1.413019,A
0.031541,-0.09496,-0.031104,0.803253,0.261718,0.896237,0.257927,0.177476,-0.185368,0.783849,A
0.192011,0.242641,0.164499,0.576722,0.261718,-0.224934,0.371178,0.279465,0.001721,-0.285585,A
-0.079554,0.187683,-0.070224,0.211236,0.261718,0.314889,0.220177,-0.0784,-0.029461,0.278354,A
0.105604,-0.189174,0.164499,-0.683757,0.261718,-0.266459,0.333428,0.594732,0.438262,-0.300558,A
-0.00549,0.478177,0.029355,-0.247644,0.17234,-0.058835,0.333428,-0.828592,-0.621908,-0.112039,A
0.080916,-0.244132,0.45968,0.426726,0.261718,1.519109,0.748682,-1.727389,-1.432627,1.030401,A
0.204355,0.038511,0.036468,0.655644,0.17234,-0.391033,0.748682,0.741862,0.438262,-0.620007,A
-0.042522,0.10132,0.288973,0.722153,0.261718,0.107265,0.069175,0.502179,0.375899,0.181551,A
0.241386,0.109171,-0.127126,0.380626,0.17234,0.979286,0.824183,-0.529964,-0.154186,0.526039,A
0.117948,-0.29909,0.473906,-0.204438,0.082961,-0.183409,0.786433,0.182776,0.313536,-0.456913,A
0.068573,0.148427,0.111153,0.179577,0.261718,0.771662,0.824183,-0.311851,-0.091823,0.34591,A
-3.498799,0.195534,0.221401,-0.256595,-4.922215,0.024215,0.182426,1.217539,-2.274526,0.043194,A
0.229043,0.109171,-0.066668,0.073324,0.261718,0.688613,-0.081827,-0.240577,0.064084,0.813252,A
0.105604,-0.149918,0.438342,0.934659,0.261718,-0.391033,0.144676,1.415693,0.157628,-0.314819,A
0.080916,0.10132,0.10404,0.14049,0.261718,-0.307984,0.371178,-0.018348,-0.310094,-0.357687,A
-0.104241,-0.055704,0.299642,0.391249,0.17234,2.681805,0.597681,-1.609965,-1.370264,2.140473,A
0.130292,-0.275537,0.274747,-0.574878,0.261718,0.06574,0.257927,0.14344,0.001721,0.041784,A
0.130292,0.870736,-3.210528,0.062493,0.261718,0.107265,0.786433,1.609226,0.62535,-0.205431,A
-0.22768,0.289748,-0.006209,0.395814,0.261718,0.356414,0.824183,0.862995,0.594169,0.010923,A
0.303106,-0.03215,0.367214,-0.350585,0.17234,-0.141884,0.52218,-0.796867,-0.746634,-0.294879,A
0.229043,-0.000745,0.171611,-0.002793,0.261718,0.688613,0.295677,-1.088486,-0.590727,0.580142,A
0.15498,-0.322644,0.175168,0.126526,0.17234,0.190314,-2.648855,0.250885,-0.185368,-1.686295,A
0.266074,0.580242,0.114709,-0.165469,0.261718,-0.224934,0.144676,0.428089,0.313536,-0.160429,A
-3.498799,-0.03215,-2.481465,-0.333876,-4.922215,1.103861,0.220177,-0.663348,-0.403638,1.002493,A
1.142487,0.062064,0.125378,1.05983,0.261718,0.439463,0.408929,0.887769,-0.528364,0.29429,A
0.031541,0.2976,-3.210528,-0.58359,-0.721442,-0.224934,0.333428,0.664239,0.687713,-0.224659,A
-0.215336,0.776522,0.502357,-1.289141,-0.721442,0.107265,0.182426,-0.373262,0.126447,0.108593,A
0.31545,-0.047852,0.14316,-0.574788,0.261718,0.647088,0.371178,-0.630535,0.001721,0.493285,A
0.080916,-0.071406,0.160942,1.225521,0.17234,-0.681707,0.182426,0.94452,0.095265,-0.59152,A
0.130292,0.077766,-0.045329,0.285383,-0.095795,0.397939,0.937434,0.115754,0.219991,-0.027003,A
0.377169,0.164129,0.139604,-0.241825,0.17234,-0.640182,0.220177,-0.270322,0.500624,-0.567374,A
0.192011,-0.03215,0.452567,-0.877078,0.261718,-0.10036,0.408929,0.309384,0.531806,-0.189783,A
0.216699,0.124874,-3.210528,-0.886924,0.261718,0.605563,1.050686,-1.103087,-1.557353,0.079203,A
0.179667,0.321153,0.242739,0.045844,0.17234,-0.307984,0.597681,0.499247,0.001721,-0.473898,A
0.192011,0.509582,0.079145,1.072093,0.261718,0.979286,0.446679,-0.73899,-0.808997,0.726347,A
-3.498799,0.054213,-2.083148,-2.448349,-4.922215,-2.965574,-3.252862,-2.426713,-3.802418,-2.520486,A
0.340137,0.399665,0.207175,-0.724993,0.261718,-0.307984,0.220177,-0.099,0.375899,-0.253024,A
-3.498799,0.438921,-0.052442,-5.440122,-0.453307,0.439463,-2.988609,-0.518062,0.282354,-1.213312,A
-0.042522,0.140576,0.089814,0.07231,0.261718,1.394535,0.257927,-2.150743,-1.49499,1.246887,A
-0.264711,-0.275537,0.107596,0.827362,0.261718,0.439463,0.144676,0.119365,0.18881,0.43278,A
0.944986,0.132725,0.136047,0.564936,0.17234,0.730137,0.597681,-0.042889,-0.185368,0.444775,A
0.142636,-1.916434,-0.023991,-0.504341,0.261718,-0.681707,0.295677,-0.853386,-0.372457,-0.65751,A
-0.091897,-0.220579,0.274747,0.567174,-0.185173,0.730137,0.824183,0.246944,0.001721,0.30473,A
0.031541,0.2976,-3.210528,-0.58359,-0.721442,-0.349509,0.182426,0.65092,0.40708,-0.285646,A
0.179667,0.321153,0.242739,0.045844,0.17234,-0.349509,0.786433,-0.676589,-0.933723,-0.604359,A
0.179667,-0.173471,0.121822,-1.139205,0.17234,-0.640182,0.182426,-1.915544,-0.746634,-0.54559,A
0.006853,-0.055704,0.335206,1.778897,0.261718,0.190314,0.031425,0.890681,0.375899,0.285538,A
0.241386,-0.126364,0.417003,0.096091,0.17234,0.314889,0.446679,0.967566,0.937165,0.169207,A
0.105604,0.556689,-0.031104,0.619301,0.17234,-0.224934,0.144676,0.920348,0.282354,-0.164793,A
0.142636,0.069915,0.399221,0.568039,-1.168333,0.14879,0.597681,-0.918388,-0.621908,-0.059214,A
0.09326,0.329004,0.271191,-0.813522,0.17234,4.135175,0.55993,-1.354711,-1.214356,3.440957,A
-0.16596,-0.267686,0.256965,0.051662,0.261718,0.979286,0.220177,-0.396813,-0.341275,0.877313,A
0.117948,0.171981,0.217845,1.738109,0.261718,0.273364,0.333428,-0.756503,-1.276719,0.183528,A
-0.042522,-0.29909,0.182281,1.151314,0.261718,0.439463,0.182426,0.456436,0.251173,0.418048,A
-0.00549,0.305451,0.018686,-0.04009,0.261718,-0.681707,0.031425,-1.130249,-1.276719,-0.500167,A
0.142636,0.486028,0.025799,0.545422,0.17234,-0.086518,0.597681,0.358621,0.043296,-0.280233,A
0.130292,-0.126364,0.271191,0.816262,0.261718,0.813187,-0.006326,0.397743,0.251173,0.874456,A
0.15498,-0.275537,0.417003,0.813815,0.261718,0.397939,0.220177,0.549455,0.438262,0.356278,A
0.192011,0.509582,0.079145,1.072093,0.261718,1.26996,0.673182,1.047868,0.40708,0.88539,A
0.179667,-0.173471,0.121822,-1.139205,0.17234,-0.764757,0.484429,-1.220337,-0.403638,-0.808368,A
0.031541,0.117022,-0.176916,-0.620739,-1.168333,1.560634,0.52218,0.370096,0.656532,1.224946,A
0.142636,-0.142067,0.246296,0.789259,-1.347089,0.564038,0.295677,0.693906,0.032902,0.460929,A
0.401857,-0.29909,0.328093,0.432395,-1.257711,0.522513,0.182426,0.226014,0.001721,0.490898,A
-0.030178,-0.220579,0.242739,1.988271,0.17234,0.937762,-0.270579,0.996437,0.344717,1.168589,A
-2.449572,4.835583,0.352988,0.048976,-2.419627,-0.557133,0.069175,2.020775,-2.586341,-0.423146,A
0.15498,-0.275537,0.417003,0.813815,0.261718,0.356414,0.446679,0.494995,0.219991,0.176403,A
0.031541,0.2976,-3.210528,-0.58359,-0.721442,-0.307984,0.710932,1.051693,0.594169,-0.533994,A
-3.498799,-0.573882,0.356544,0.750648,-4.922215,0.605563,-0.006326,-0.793334,-1.183175,0.674003,A
0.352481,0.211237,0.306755,-0.946242,0.17234,0.522513,1.10102,-0.616051,0.084872,-0.003507,A
0.25373,-0.338346,-3.210528,-1.790689,0.351096,-0.266459,-2.799857,-0.499967,-1.401445,-1.219532,A
0.068573,-0.267686,0.33165,-0.197963,-2.062114,-3.920645,-3.026359,-0.932076,-1.588534,-4.263682,A
0.229043,-0.369751,0.484575,0.250174,0.261718,-0.183409,0.371178,-0.31055,-0.808997,-0.245719,A
0.15498,0.054213,0.164499,-0.048325,0.261718,-0.391033,0.031425,0.973391,0.905984,-0.251107,A
0.438888,-0.047852,0.388552,0.873551,-1.078955,-0.183409,0.295677,0.084728,-0.87136,-0.197185,A
0.846235,0.014957,-0.052442,0.98795,0.261718,0.356414,0.597681,0.572832,-0.123005,0.111089,A
-0.079554,-0.338346,0.40989,0.129748,0.17234,-0.474083,1.050686,-0.795819,-0.621908,-0.831936,A
0.130292,-0.314793,0.417003,1.051058,0.082961,1.685209,0.937434,0.015434,-0.060642,1.097307,A
0.068573,0.226939,0.01513,-0.609818,-1.078955,0.231839,-2.950858,-1.425286,-0.715453,-1.436971,A
0.15498,-0.377602,0.349432,0.70613,-0.006417,-0.307984,0.295677,0.10195,0.001721,-0.319689,A
-2.276758,0.454623,0.050694,-2.161546,-4.832837,-3.256248,-5.970891,1.128422,-1.619716,-4.737184,A
0.130292,-0.126364,0.271191,0.816262,0.261718,0.937762,0.408929,0.576598,-0.154186,0.718655,A
-0.104241,-0.055704,0.299642,0.391249,0.17234,-0.474083,1.503691,0.419275,0.500624,-1.030388,A
0.09326,-0.055704,0.068476,0.305076,0.261718,0.564038,0.446679,0.809389,0.500624,0.387247,A
0.080916,0.164129,0.19295,0.819007,0.261718,-0.058835,0.52218,0.590538,-0.123005,-0.202441,A
0.068573,0.533135,0.488131,0.255665,-0.632064,-0.972381,0.786433,0.849035,-3.521785,-1.136593,A
0.216699,-0.424709,0.306755,-0.043283,0.261718,1.477585,0.069175,-0.813759,-0.060642,1.442518,A
0.117948,0.289748,0.392108,-1.747095,0.261718,0.356414,0.597681,1.257691,0.032902,0.113223,A
0.15498,-0.322644,0.175168,0.126526,0.17234,0.439463,0.069175,0.280144,-0.123005,0.492175,A
0.130292,0.870736,-3.210528,0.062493,0.261718,0.688613,0.484429,1.218607,0.344717,0.488812,A
-0.240024,-0.424709,0.089814,1.094532,0.261718,0.647088,-0.006326,0.189377,0.531806,0.717401,A
0.068573,-0.087108,0.470349,-0.099617,0.17234,0.647088,1.050686,-0.469562,-0.310094,0.115646,A
0.364825,0.195534,0.175168,-0.027618,0.261718,-0.847807,0.144676,-0.094573,-0.216549,-0.736785,A
0.266074,0.258344,-3.210528,-0.405994,0.261718,-0.764757,-0.270579,0.697886,0.282354,-0.428077,A
0.130292,-0.456114,0.292529,0.202672,0.261718,0.024215,0.446679,-0.137812,-0.341275,-0.095379,A
-0.042522,0.540986,0.253409,-0.836378,0.261718,1.394535,0.220177,0.527011,0.251173,1.256037,A
-0.153617,-0.22843,0.488131,0.580183,0.261718,2.100457,-0.044076,0.025006,0.126447,2.092289,A
0.130292,-0.126364,0.377883,0.755362,0.261718,-0.058835,0.182426,0.460591,0.126447,-0.030619,A
-0.054866,0.313302,0.05425,0.218427,0.261718,1.020811,-0.308329,-0.320394,0.126447,1.265247,A
-0.06721,-0.149918,0.32098,0.118589,0.261718,0.06574,0.371178,-0.668298,-0.278912,-0.023736,A
0.179667,-0.212727,0.132491,-1.306507,0.261718,0.605563,0.446679,0.598266,0.282354,0.420303,A
0.327793,-2.426761,0.008017,-0.54498,-0.006417,0.107265,0.484429,-0.311521,0.313536,-0.046833,A
0.241386,0.23479,0.121822,1.037988,0.261718,0.688613,0.069175,0.792497,0.157628,0.703321,A
-0.06721,-0.149918,0.32098,0.118589,0.261718,-0.183409,0.106925,-0.721982,-0.216549,-0.110497,A
0.364825,0.289748,0.235627,-0.32379,0.17234,-0.515608,0.031425,0.27131,0.001721,-0.359061,A
-0.252367,0.093469,0.239183,-0.021441,0.17234,4.1767,1.201687,-1.710712,-1.869167,2.98021,A
-0.042522,0.540986,0.253409,-0.836378,0.261718,-0.224934,0.106925,1.284192,0.781258,-0.138043,A
0.389513,-0.220579,-3.210528,-2.624155,0.261718,0.273364,0.673182,-2.458108,-2.305708,-0.004496,A
-0.06721,-0.43256,-3.210528,-0.875108,0.17234,-0.889332,0.144676,-0.327908,0.095265,-0.765211,A
-0.030178,-0.220579,0.242739,1.988271,0.17234,0.730137,0.408929,1.488559,0.562987,0.544193,A
0.327793,-2.426761,-2.324983,-1.744082,0.440474,0.647088,0.635431,0.349185,-0.497183,0.334832,A
0.192011,-0.03215,0.452567,-0.877078,0.261718,-0.266459,0.031425,-1.287592,-0.621908,-0.142636,A
-0.042522,0.10132,0.288973,0.722153,0.261718,0.024215,0.673182,-0.466495,-0.341275,-0.243441,A
-0.00549,0.305451,0.018686,-0.04009,0.261718,-0.183409,-0.081827,0.096475,-0.185368,0.000495,A
0.117948,0.23479,0.050694,0.220456,0.261718,2.017408,0.899684,-1.302658,-0.684271,1.364702,A
0.303106,-0.134216,-0.002652,-0.624558,0.261718,0.356414,0.333428,-1.738689,-0.964905,0.236172,A
0.142636,0.470326,-2.958023,-0.379737,0.261718,-0.266459,0.635431,-0.024115,0.032902,-0.459999,A
0.179667,-0.330495,0.530808,-0.314183,0.082961,-0.349509,0.446679,-0.805585,-0.65309,-0.430573,A
0.216699,0.124874,-3.210528,-0.886924,0.261718,-0.266459,-0.119577,-1.151665,-0.746634,-0.049654,A
0.142636,0.470326,-2.958023,-0.379737,0.261718,-0.307984,1.201687,-0.257818,-0.310094,-0.76104,A
0.105604,0.10132,0.246296,0.08708,0.261718,-0.847807,-0.006326,-0.141364,-1.370264,-0.649289,A
-0.042522,-0.110662,0.40989,1.097277,0.261718,0.356414,0.371178,1.853588,0.594169,0.234919,A
0.179667,-0.291239,0.228514,1.550427,0.17234,0.06574,0.333428,1.79507,0.438262,-0.000469,A
-0.128929,0.211237,0.075589,0.526356,0.261718,2.183507,0.52218,-0.387707,-0.060642,1.767705,A
-0.202992,-0.338346,0.434785,-0.184417,0.082961,0.024215,-2.611104,-0.020969,-0.621908,-1.747258,A
-0.054866,0.580242,0.032912,-0.016668,0.261718,-0.10036,0.408929,0.368989,0.064084,-0.184841,A
0.068573,0.533135,0.488131,0.255665,-0.632064,0.647088,0.55993,0.363533,0.095265,0.387464,A
0.09326,-1.680899,0.356544,0.180532,0.17234,0.439463,0.446679,-0.45537,0.032902,0.267914,A
0.031541,0.36826,-0.027547,0.237135,0.17234,0.06574,0.182426,0.35699,0.157628,0.085677,A
0.229043,-0.354049,0.182281,0.210878,0.261718,0.480988,-2.573354,-0.56066,-0.154186,-1.611794,A
1.043737,-0.401156,0.473906,0.506215,0.261718,2.225032,0.144676,-1.291242,-1.183175,2.073001,A
-0.030178,0.093469,0.235627,1.206186,0.261718,0.564038,-2.309101,-0.364991,-1.120812,0.211508,A
-0.178304,0.014957,0.264078,0.582361,0.17234,0.439463,0.144676,1.025657,0.126447,0.442665,A
-0.091897,-0.118513,0.189393,1.280303,0.261718,-0.01731,0.257927,2.148314,0.438262,-0.040119,A
-0.128929,0.022808,0.19295,0.837775,0.261718,0.647088,0.031425,0.390831,0.219991,0.698824,A
0.192011,0.509582,0.079145,1.072093,0.261718,1.020811,0.295677,0.430613,0.438262,0.86879,A
-0.128929,0.022808,0.19295,0.837775,0.261718,0.314889,-0.081827,0.466183,0.219991,0.463316,A
0.068573,0.148427,0.111153,0.179577,0.261718,0.688613,0.220177,-0.563125,-0.185368,0.648483,A
0.266074,0.164129,0.118265,0.320234,0.261718,-0.598658,-0.044076,-0.258187,-0.87136,-0.401773,A
0.080916,0.650903,-0.023991,0.472826,0.261718,0.564038,-0.081827,-0.067916,0.064084,0.689807,A
0.142636,0.203385,-0.006209,-0.834827,0.261718,2.266557,0.52218,-0.876277,-0.715453,1.822797,A
-3.498799,0.454623,0.128935,-5.440122,-0.006417,-0.01731,1.088436,0.092785,0.500624,-0.46106,A
-0.104241,-0.079257,0.011573,0.220903,0.261718,-0.391033,0.408929,0.62933,0.251173,-0.450668,A
1.019049,0.211237,-0.155578,-0.311855,0.261718,0.439463,0.333428,-0.28364,-0.247731,0.326948,A
0.167323,0.313302,0.168055,-0.383198,0.261718,0.730137,0.937434,-0.420597,-0.278912,0.245503,A
