intercolumnar distance,upper margin,lower margin,exploitation,row number,modular ratio,interlinear spacing,weight,peak number,modular ratio.1,Class
0.377169,0.164129,0.139604,-0.241825,0.17234,2.058932,0.55993,-1.806469,-1.089631,1.638727,A
-0.06721,-0.43256,-3.210528,-0.875108,0.17234,-0.349509,-0.006326,0.322994,0.438262,-0.19094,A
0.216699,-0.291239,0.349432,0.50711,0.261718,0.231839,0.408929,0.409237,0.313536,0.10294,A
-0.017834,-0.440412,0.267634,1.39515,0.261718,0.896237,0.408929,0.096494,-0.123005,0.700729,A
0.327793,0.336855,-0.020434,1.086893,0.261718,0.024215,0.597681,1.185018,0.375899,-0.18026,A
0.142636,-1.916434,-0.023991,-0.504341,0.261718,0.647088,0.295677,0.61704,0.251173,0.545037,A
0.080916,-0.244132,0.45968,0.426726,0.261718,-0.10036,0.182426,0.608692,0.157628,-0.062011,A
0.105604,-0.149918,0.438342,0.934659,0.261718,1.26996,0.295677,-0.099174,-0.372457,1.090001,A
0.09326,0.10132,0.313868,0.756586,0.351096,0.397939,0.52218,0.930541,0.126447,0.179803,A
0.25373,-2.426761,0.352988,-0.05119,-0.095795,-0.183409,-0.006326,-0.339071,-0.528364,-0.049063,A
0.179667,-0.43256,0.150273,-1.883217,-1.078955,-1.927453,-2.611104,-3.121086,-2.866974,-3.264661,A
0.105604,0.556689,-0.031104,0.619301,0.17234,-0.889332,-0.044076,-0.203008,-0.528364,-0.668444,A
-0.017834,-0.055704,0.23207,0.604621,-0.989576,-0.224934,0.220177,-0.433858,-0.154186,-0.214605,A
-0.00549,0.478177,0.029355,-0.247644,0.17234,1.477585,0.52218,-0.426596,0.001721,1.142369,A
0.451232,-0.267686,0.335206,-0.831336,0.261718,-1.346105,-6.046392,-0.981586,-2.399252,-1.038585,A
0.130292,0.077766,-0.045329,0.285383,-0.095795,0.896237,0.597681,0.284357,0.313536,0.577152,A
0.377169,-0.079257,0.153829,-1.102952,0.261718,-0.266459,0.106925,0.886448,-0.715453,-0.179753,A
0.229043,0.109171,-0.066668,0.073324,0.261718,0.730137,0.333428,0.025045,-0.060642,0.583698,A
0.290762,0.109171,-0.112901,0.221262,0.261718,-0.391033,0.220177,0.392598,-0.43482,-0.352974,A
-0.042522,0.407516,-3.210528,-0.636404,0.261718,0.024215,1.201687,0.465464,0.18881,-0.483916,A
0.463576,0.109171,0.224957,-1.411178,0.261718,0.06574,0.257927,0.468454,0.282354,0.050018,A
-0.00549,-0.220579,-3.210528,1.071885,0.261718,0.979286,0.748682,1.123064,0.157628,0.571016,A
0.130292,-0.126364,0.377883,0.755362,0.261718,-0.01731,0.371178,-0.325384,-0.65309,-0.091462,A
-0.00549,-0.322644,0.100483,-0.519439,0.261718,-0.972381,0.333428,0.058207,0.62535,-0.929016,A
-0.116585,0.069915,0.068476,-0.783147,0.261718,0.896237,0.106925,-1.782374,-1.370264,0.890441,A
-0.104241,-0.055704,0.299642,0.391249,0.17234,0.397939,0.220177,0.434108,-0.029461,0.370226,A
-0.042522,-0.236281,-3.210528,-0.272051,0.261718,1.892833,0.295677,-0.108999,0.282354,1.647624,A
0.080916,0.650903,-0.023991,0.472826,0.261718,-0.723232,0.52218,0.795254,0.251173,-0.790973,A
0.117948,0.23479,0.050694,0.220456,0.261718,0.024215,0.257927,-0.182408,0.594169,0.001797,A
-0.06721,-0.275537,0.253409,0.371526,-1.078955,1.062336,0.371178,-0.521654,0.438262,0.875553,A
0.043885,-0.157769,0.328093,0.552225,0.261718,-0.058835,0.371178,-0.647718,-0.528364,-0.142431,A
-0.128929,0.211237,0.075589,0.526356,0.261718,0.522513,0.408929,0.231314,-0.216549,0.357833,A
0.019197,-0.605286,0.502357,0.181368,0.17234,-0.183409,0.295677,-0.193436,-0.559546,-0.186203,A
0.031541,0.117022,-0.176916,-0.620739,-1.168333,-1.055431,0.333428,-1.840465,0.001721,-1.000563,A
0.15498,-0.251983,0.125378,-0.576698,-0.900198,-0.224934,-2.799857,-1.476018,-0.746634,-1.825194,A
0.019197,-0.338346,-0.358293,-0.113223,0.17234,3.346203,0.295677,-1.752455,-1.775623,2.986901,A
0.290762,0.109171,-0.112901,0.221262,0.261718,-0.557133,0.220177,0.433526,-0.466001,-0.499961,A
-0.264711,-0.126364,0.235627,0.176773,0.261718,1.020811,0.333428,0.024269,0.18881,0.848381,A
0.389513,0.556689,0.431229,-1.955514,0.082961,0.273364,0.069175,1.705837,0.500624,0.332119,A
0.266074,0.580242,0.114709,-0.165469,0.261718,0.273364,0.408929,-0.575493,-0.029461,0.136187,A
0.142636,-0.142067,0.246296,0.789259,-1.347089,0.522513,0.144676,-0.544001,-1.245538,0.507437,A
0.117948,0.627349,0.075589,0.831628,0.261718,0.480988,0.257927,0.799875,0.375899,0.396555,A
0.401857,-0.29909,0.328093,0.432395,-1.257711,0.605563,0.144676,0.407237,0.095265,0.618658,A
0.290762,0.156278,0.136047,1.401386,0.082961,0.771662,-0.232828,0.926619,0.18881,0.985062,A
-0.017834,-0.440412,0.267634,1.39515,0.261718,0.771662,0.144676,-0.916253,-1.526171,0.743935,A
0.142636,0.203385,-0.006209,-0.834827,0.261718,-0.598658,0.446679,-3.09769,-3.490604,-0.651929,A
-3.498799,0.211237,-3.210528,-0.424226,-4.922215,1.477585,0.52218,0.479968,0.18881,1.124335,A
-0.042522,0.540986,0.253409,-0.836378,0.261718,0.480988,0.295677,0.288396,-0.43482,0.390767,A
0.019197,-0.087108,0.384996,0.794958,0.261718,0.854712,0.257927,-0.295465,0.251173,0.747419,A
0.031541,-0.346197,-0.009765,1.029902,0.082961,0.439463,0.144676,0.013901,0.438262,0.43841,A
-0.128929,0.022808,0.19295,0.837775,0.261718,0.771662,0.220177,0.268534,0.095265,0.709807,A
0.167323,0.226939,0.239183,-0.094813,0.17234,-0.058835,0.748682,0.676296,-0.466001,-0.332733,A
0.216699,-2.08916,0.424116,-0.457525,0.082961,1.103861,-0.195078,-0.07376,-0.746634,1.272094,A
-0.042522,0.10132,0.288973,0.722153,0.261718,0.273364,0.333428,0.894797,0.032902,0.176379,A
0.117948,0.124874,0.128935,0.3837,0.17234,0.06574,0.371178,0.372755,-0.310094,-0.034224,A
0.25373,-2.426761,0.352988,-0.05119,-0.095795,0.356414,0.220177,-0.274263,-0.154186,0.331119,A
0.438888,-0.047852,0.388552,0.873551,-1.078955,-0.723232,-0.044076,0.212423,-0.933723,-0.519865,A
1.21655,0.156278,-0.013322,0.353593,0.17234,1.020811,0.635431,-0.501695,-0.715453,0.662768,A
0.364825,-0.047852,-0.038216,0.327813,0.261718,0.688613,1.050686,-1.257614,-1.120812,0.149291,A
0.056229,-0.016448,0.345875,-0.053786,0.17234,0.480988,-2.1581,-0.98308,-0.808997,-1.863735,A
0.142636,-0.330495,0.299642,0.418282,0.17234,0.730137,0.333428,0.117521,-0.060642,0.583794,A
0.117948,0.627349,0.075589,0.831628,0.261718,1.602159,2.409701,-0.742718,-0.497183,0.196511,A
0.229043,-0.354049,0.182281,0.210878,0.261718,-0.307984,0.597681,-1.658504,-1.619716,-0.473898,A
0.15498,-0.16562,-3.210528,-1.32068,-0.185173,0.937762,0.484429,-1.334441,-0.43482,0.691339,A
0.327793,-2.426761,-2.324983,-1.744082,0.440474,1.726734,0.52218,1.129491,0.282354,1.353455,A
2.105308,-0.079257,0.239183,-1.152363,-0.989576,-0.764757,-0.270579,-0.277156,0.313536,-0.44129,A
0.451232,-0.267686,0.335206,-0.831336,0.261718,0.564038,-2.724356,-0.092127,-0.029461,-1.161933,A
0.130292,-0.314793,0.417003,1.051058,0.082961,0.14879,0.182426,0.886448,0.562987,0.17527,A
1.37702,-0.063555,0.349432,0.40572,0.17234,-1.30458,-0.044076,-2.223861,-1.588534,-1.055318,A
-0.06721,-0.149918,0.32098,0.118589,0.261718,-0.183409,-0.119577,-0.354992,0.687713,0.019578,A
0.117948,-0.291239,0.306755,0.255993,0.17234,-0.224934,0.295677,0.226344,-0.029461,-0.244092,A
0.944986,0.132725,0.136047,0.564936,0.17234,-0.349509,0.031425,0.401121,-0.528364,-0.205757,A
0.266074,0.580242,0.114709,-0.165469,0.261718,-0.141884,0.55993,0.669035,0.032902,-0.306814,A
1.772024,0.014957,0.335206,-0.08619,-2.687761,-0.349509,0.635431,0.583044,-1.900349,-0.52523,A
0.216699,-2.08916,0.424116,-0.457525,0.082961,1.062336,0.824183,0.224441,-0.029461,0.600937,A
0.648733,0.242641,-0.045329,-0.444157,0.261718,1.560634,1.012935,-1.849648,-3.085245,0.959854,A
0.216699,-0.424709,0.306755,-0.043283,0.261718,-0.474083,0.484429,-0.225976,-0.996086,-0.549388,A
0.105604,0.289748,0.171611,-0.220044,0.261718,0.356414,0.371178,-0.540176,-0.403638,0.230989,A
0.105604,0.289748,0.171611,-0.220044,0.261718,-0.598658,0.484429,0.306995,0.001721,-0.671132,A
0.068573,0.226939,0.01513,-0.609818,-1.078955,1.020811,0.333428,-0.809875,-0.216549,0.84656,A
-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.439463,0.446679,-0.363574,-0.060642,0.272423,A
-0.00549,0.478177,0.029355,-0.247644,0.17234,0.813187,-0.006326,-0.976654,0.157628,0.882014,A
0.846235,0.014957,-0.052442,0.98795,0.261718,1.228436,0.937434,0.089757,-0.341275,0.668819,A
0.105604,0.203385,-0.023991,0.995678,0.261718,1.020811,-0.006326,0.557513,0.40708,1.063034,A
0.105604,-0.189174,0.164499,-0.683757,0.261718,0.06574,0.182426,0.011552,0.219991,0.071994,A
-0.06721,-0.43256,-3.210528,-0.875108,0.17234,1.35301,0.597681,-2.096496,-1.120812,0.978527,A
0.241386,-0.126364,0.417003,0.096091,0.17234,0.14879,0.52218,-0.062576,0.001721,-0.033187,A
-0.202992,-0.338346,0.434785,-0.184417,0.082961,-1.553729,-11.935457,-3.678288,-3.490604,-6.719324,A
0.15498,-0.377602,0.349432,0.70613,-0.006417,-0.598658,-0.119577,0.575919,0.251173,-0.35477,A
0.266074,0.211237,0.114709,0.937882,0.261718,0.439463,0.106925,1.439457,0.62535,0.460145,A
0.229043,-0.000745,0.171611,-0.002793,0.261718,-0.474083,0.144676,-0.264031,-0.902542,-0.385486,A
0.09326,-0.055704,0.068476,0.305076,0.261718,0.273364,0.861934,0.568366,0.18881,-0.075923,A
0.648733,0.242641,-0.045329,-0.444157,0.261718,2.72333,0.295677,-2.446226,-2.149801,2.402058,A
0.241386,-0.322644,0.310311,0.49055,0.261718,0.522513,1.352689,-0.598752,-0.497183,-0.143793,A
-0.22768,0.289748,-0.006209,0.395814,0.261718,0.397939,0.106925,1.157235,0.18881,0.424992,A
-0.116585,-0.338346,-3.210528,-0.865829,-1.168333,-7.450257,10.714792,-2.166818,-5.423855,-6.719324,A
0.117948,-0.008597,0.623275,-0.855684,0.17234,0.231839,0.710932,0.945433,0.219991,-0.062372,A
0.192011,-0.03215,0.452567,-0.877078,0.261718,0.480988,0.408929,0.557435,-0.185368,0.323524,A
-0.00549,0.305451,0.018686,-0.04009,0.261718,-0.723232,0.220177,0.625447,-0.154186,-0.645612,A
-0.091897,-0.189174,0.345875,0.235912,0.261718,-0.391033,0.371178,0.812825,0.126447,-0.431681,A
-0.030178,0.014957,0.264078,0.374062,0.261718,0.14879,-0.006326,0.568541,0.282354,0.267155,A
0.006853,0.164129,0.125378,0.58451,0.261718,-0.598658,0.069175,1.601829,0.656532,-0.465195,A
-0.00549,-0.322644,0.100483,-0.519439,0.261718,-0.764757,0.408929,-0.242694,0.282354,-0.782233,A
0.192011,-0.251983,0.33165,0.296423,0.261718,-0.349509,0.257927,0.426536,0.40708,-0.333058,A
0.117948,-0.220579,-3.210528,-1.623238,0.261718,-1.180006,0.182426,-1.78084,-0.902542,-1.049567,A
0.117948,-0.291239,0.306755,0.255993,0.17234,1.020811,0.220177,-0.684821,-0.247731,0.918289,A
0.080916,-0.244132,0.45968,0.426726,0.261718,1.768258,0.484429,-1.929329,-1.650897,1.417817,A
0.130292,0.870736,-3.210528,0.062493,0.261718,0.107265,0.144676,1.61309,0.905984,0.147905,A
-0.252367,-0.149918,0.313868,-0.243616,0.261718,1.186911,-0.610333,-0.612945,-0.060642,1.616811,A
-3.498799,3.846334,0.185837,-1.070696,-4.922215,-0.515608,1.163937,1.121472,0.344717,-0.916587,A
-2.276758,0.454623,0.050694,-2.161546,-4.832837,-3.131673,0.031425,1.162768,-1.463808,-2.748159,A
-2.276758,0.454623,0.050694,-2.161546,-4.832837,-3.256248,-2.913108,0.731514,-1.682078,-3.798776,A
-0.042522,0.187683,0.224957,0.290963,0.261718,-0.224934,0.295677,-1.098175,-0.996086,-0.225514,A
0.229043,0.572391,0.050694,-0.980138,-0.274551,0.231839,0.144676,0.047509,0.001721,0.257848,A
0.043885,-0.079257,0.061363,0.565085,0.261718,-0.224934,1.503691,-0.78182,-1.245538,-0.82721,A
0.019197,-0.087108,0.384996,0.794958,0.261718,0.231839,0.220177,0.244478,0.905984,0.206831,A
0.179667,-0.43256,0.150273,-1.883217,-1.078955,0.190314,-0.044076,-2.626187,-1.557353,0.342776,A
-0.16596,-0.267686,0.256965,0.051662,0.261718,0.979286,0.55993,-0.344197,0.095265,0.728396,A
0.117948,-0.212727,0.23207,0.807221,-1.078955,0.965445,-0.106993,0.175088,0.126447,1.084903,A
0.15498,-0.189174,0.246296,-1.223587,0.082961,0.06574,-0.119577,0.815621,-0.559546,0.25833,A
0.105604,-0.149918,0.438342,0.934659,0.261718,0.190314,0.295677,0.716874,-0.247731,0.120588,A
0.179667,0.258344,0.189393,-0.133304,0.17234,-0.806282,0.182426,0.273465,-0.216549,-0.710794,A
-0.240024,-0.424709,0.089814,1.094532,0.261718,2.266557,0.748682,-2.006486,-1.370264,1.676219,A
0.179667,0.321153,0.242739,0.045844,0.17234,0.107265,-0.006326,-0.167226,-0.091823,0.224551,A
-0.042522,-0.29909,0.182281,1.151314,0.261718,2.141982,0.408929,0.011648,-0.029461,1.814865,A
-0.042522,-0.29909,0.182281,1.151314,0.261718,2.100457,0.446679,-0.757551,-0.621908,1.73471,A
-0.042522,0.407516,-3.210528,-0.636404,0.261718,0.647088,0.446679,0.030889,0.032902,0.448512,A
-0.042522,0.540986,0.253409,-0.836378,0.261718,0.647088,0.069175,-0.304706,0.219991,0.674063,A
0.241386,0.23479,0.121822,1.037988,0.261718,0.107265,1.050686,0.507751,0.62535,-0.341316,A
0.031541,0.007106,-0.315616,2.791392,-0.542686,0.314889,0.975185,0.885264,-2.866974,-0.113474,A
0.006853,0.038511,-0.376075,0.963811,-0.006417,-0.183409,-0.308329,0.811641,0.157628,0.136453,A
-0.042522,0.540986,0.253409,-0.836378,0.261718,0.14879,-0.006326,-0.076808,-0.310094,0.260319,A
0.192011,-0.259834,0.402778,-0.06593,0.261718,0.06574,0.257927,0.126355,0.251173,0.050126,A
-0.079554,0.187683,-0.070224,0.211236,0.261718,-0.972381,0.220177,-2.856667,-3.20997,-0.87355,A
0.229043,0.124874,0.182281,0.686496,0.261718,-0.058835,0.635431,0.699381,-0.403638,-0.275688,A
-0.091897,-0.220579,0.274747,0.567174,-0.185173,-0.806282,0.408929,1.138111,-2.742249,-0.820255,A
-3.486455,0.242641,3.28702,-1.488788,-3.045274,-1.512204,-0.044076,1.092795,-2.804611,-1.245065,A
0.229043,0.124874,0.182281,0.686496,0.261718,0.024215,0.408929,0.318839,-0.497183,-0.074669,A
0.019197,-0.283388,0.214288,0.857677,0.261718,0.564038,-0.308329,-0.047471,-0.310094,0.845451,A
0.15498,-0.377602,0.349432,0.70613,-0.006417,-0.598658,-0.006326,1.207501,0.469443,-0.419916,A
0.364825,0.195534,0.175168,-0.027618,0.261718,-0.474083,0.257927,0.396112,0.687713,-0.448956,A
0.15498,0.595945,0.036468,-0.126143,0.261718,0.522513,0.861934,0.440321,0.126447,0.116284,A
-0.116585,0.203385,5.49199,1.852806,-1.436467,1.103861,0.220177,1.036355,-0.43482,0.993536,A
0.09326,-0.385453,0.352988,0.546705,0.261718,0.06574,0.786433,0.583568,0.032902,-0.243067,A
0.25373,-2.426761,0.352988,-0.05119,-0.095795,-0.10036,-0.044076,-0.254187,-0.154186,0.052935,A
-0.030178,0.093469,0.235627,1.206186,0.261718,0.314889,0.182426,0.968886,0.62535,0.330335,A
-0.00549,-0.220579,-3.210528,1.071885,0.261718,0.480988,0.106925,0.335167,-0.559546,0.500771,A
0.142636,-0.330495,0.299642,0.418282,0.17234,-0.432558,0.182426,0.668549,0.375899,-0.373383,A
-0.264711,-0.126364,0.235627,0.176773,0.261718,1.228436,0.295677,-0.038385,-1.432627,1.058767,A
0.130292,0.077766,0.299642,-0.693335,0.261718,-0.224934,0.069175,1.285047,0.375899,-0.117247,A
-0.079554,-0.338346,0.40989,0.129748,0.17234,0.647088,0.673182,-0.90505,-0.247731,0.319449,A
-0.314087,-2.426761,-0.006209,-0.194681,0.261718,1.560634,0.182426,-1.032959,-0.65309,1.426665,A
0.229043,0.124874,0.182281,0.686496,0.261718,1.477585,0.408929,-0.704838,-0.559546,1.211469,A
0.327793,0.179832,0.157386,-0.508846,0.17234,-2.467276,0.295677,-1.838116,0.219991,-2.257696,A
0.377169,-0.079257,0.153829,-1.102952,0.261718,0.314889,-0.270579,1.221403,-0.310094,0.568316,A
0.117948,0.124874,0.128935,0.3837,0.17234,-0.01731,-2.573354,-0.670124,-1.151994,-1.76217,A
-0.264711,-0.275537,0.107596,0.827362,0.261718,0.854712,0.333428,0.646843,0.064084,0.696775,A
0.167323,0.226939,0.239183,-0.094813,0.17234,0.314889,0.408929,0.103522,-0.559546,0.170484,A
0.043885,0.407516,-0.120014,0.281743,0.261718,-0.307984,0.597681,1.08767,0.531806,-0.469016,A
-0.264711,-0.275537,0.384996,1.343918,0.261718,1.43606,-0.157328,0.325072,0.001721,1.534077,A
5.759087,-0.236281,0.377883,-2.104317,-1.79398,-1.429155,-2.724356,-1.130269,-2.523978,-2.622195,A
